Match ID:,NA1_5317236262
Game Duration:,1445
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,023","3,004",+19
3,"4,977","4,477",+500
4,"6,731","5,672","+1,059"
5,"8,884","6,991","+1,893"
6,"11,240","8,563","+2,677"
7,"12,694","9,842","+2,852"
8,"14,743","11,268","+3,475"
9,"16,735","14,267","+2,468"
10,"18,246","15,950","+2,296"
11,"19,743","17,072","+2,671"
12,"21,807","18,777","+3,030"
13,"23,610","20,566","+3,044"
14,"25,451","23,863","+1,588"
15,"26,686","25,182","+1,504"
16,"27,783","28,807","-1,024"
17,"30,004","31,586","-1,582"
18,"33,768","33,083",+685
19,"34,812","34,265",+547
20,"36,384","35,390",+994
21,"37,435","38,063",-628
22,"39,016","40,595","-1,579"
23,"40,410","42,721","-2,311"
24,"42,462","46,175","-3,713"
""
Objective Timeline
Time,Team,Objective,Details
7:39,Team 100,Chemtech Dragon,
13:06,Team 200,Fire Dragon,
13:06,Neutral,Dragon Soul Given,
15:06,Neutral,Bot Lane Outer Turret,Team 100's building
15:48,Neutral,Bot Lane Inner Turret,Team 100's building
16:08,Team 200,Monster,
16:48,Neutral,Top Lane Outer Turret,Team 200's building
16:52,Neutral,Mid Lane Outer Turret,Team 100's building
21:30,Team 200,Earth Dragon,
21:53,Neutral,Mid Lane Outer Turret,Team 200's building
22:19,Neutral,Top Lane Outer Turret,Team 100's building
23:40,Neutral,Mid Lane Inner Turret,Team 100's building
