Match ID:,NA1_5307569405
Game Duration:,2371
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,922","2,949",-27
3,"4,684","4,448",+236
4,"6,003","5,774",+229
5,"7,251","7,582",-331
6,"8,723","8,990",-267
7,"10,639","10,665",-26
8,"12,913","12,070",+843
9,"14,311","14,312",-1
10,"15,924","15,948",-24
11,"18,025","17,841",+184
12,"19,713","19,692",+21
13,"22,884","21,557","+1,327"
14,"24,427","22,858","+1,569"
15,"26,643","25,099","+1,544"
16,"29,200","27,050","+2,150"
17,"31,270","29,677","+1,593"
18,"35,093","32,079","+3,014"
19,"36,913","33,544","+3,369"
20,"41,141","34,888","+6,253"
21,"44,164","36,946","+7,218"
22,"46,015","40,827","+5,188"
23,"47,230","43,195","+4,035"
24,"49,039","44,413","+4,626"
25,"51,248","46,265","+4,983"
26,"52,122","48,408","+3,714"
27,"53,969","51,147","+2,822"
28,"55,437","53,427","+2,010"
29,"57,533","55,419","+2,114"
30,"59,194","56,764","+2,430"
""
Objective Timeline
Time,Team,Objective,Details
8:00,Team 100,Hextech Dragon,
15:00,Neutral,Top Lane Outer Turret,Team 200's building
16:36,Neutral,Bot Lane Outer Turret,Team 100's building
16:39,Team 200,Air Dragon,
16:39,Neutral,Dragon Soul Given,
16:41,Neutral,Mid Lane Outer Turret,Team 100's building
17:38,Neutral,Top Lane Inner Turret,Team 200's building
19:00,Team 100,Monster,
19:11,Neutral,Mid Lane Outer Turret,Team 200's building
19:36,Neutral,Bot Lane Outer Turret,Team 200's building
20:04,Neutral,Bot Lane Inner Turret,Team 200's building
20:13,Neutral,Bot Lane Base Turret,Team 200's building
21:32,Neutral,Inhibitor Building (Bot Lane),Team 200's building
22:34,Team 200,Earth Dragon,
24:05,Neutral,Mid Lane Inner Turret,Team 200's building
26:20,Team 200,Monster,
27:51,Neutral,Top Lane Outer Turret,Team 100's building
28:13,Neutral,Top Lane Inner Turret,Team 100's building
29:09,Team 100,Earth Dragon,
32:34,Team 200,Monster,
33:44,Neutral,Mid Lane Inner Turret,Team 100's building
34:02,Neutral,Mid Lane Base Turret,Team 100's building
34:09,Neutral,Inhibitor Building (Mid Lane),Team 100's building
34:38,Team 100,Earth Dragon,
39:00,Neutral,Mid Lane Nexus Turret,Team 100's building
39:04,Neutral,Mid Lane Nexus Turret,Team 100's building
39:17,Neutral,Inhibitor Building (Mid Lane),Team 100's building
