Match ID:,NA1_5308145077
Game Duration:,1548
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,970","2,969",+1
3,"5,477","4,296","+1,181"
4,"6,997","5,955","+1,042"
5,"8,960","7,049","+1,911"
6,"11,658","8,300","+3,358"
7,"13,676","9,664","+4,012"
8,"16,006","11,088","+4,918"
9,"17,993","12,422","+5,571"
10,"19,477","13,870","+5,607"
11,"20,629","17,561","+3,068"
12,"22,582","20,535","+2,047"
13,"25,500","23,080","+2,420"
14,"26,658","25,569","+1,089"
15,"29,345","27,008","+2,337"
16,"33,515","28,040","+5,475"
17,"35,537","30,792","+4,745"
18,"37,094","33,693","+3,401"
19,"38,930","36,002","+2,928"
20,"41,333","38,697","+2,636"
21,"42,768","40,850","+1,918"
22,"44,625","43,888",+737
23,"45,712","45,404",+308
24,"47,379","47,925",-546
25,"48,383","51,345","-2,962"
26,"51,346","54,505","-3,159"
""
Objective Timeline
Time,Team,Objective,Details
14:52,Neutral,Bot Lane Outer Turret,Team 200's building
15:52,Team 100,Earth Dragon,
16:56,Neutral,Bot Lane Outer Turret,Team 100's building
17:00,Team 100,Monster,
19:03,Neutral,Mid Lane Outer Turret,Team 100's building
19:22,Neutral,Top Lane Outer Turret,Team 200's building
19:44,Neutral,Mid Lane Outer Turret,Team 200's building
21:09,Team 200,Hextech Dragon,
21:09,Neutral,Dragon Soul Given,
24:20,Neutral,Top Lane Outer Turret,Team 100's building
24:28,Neutral,Mid Lane Inner Turret,Team 100's building
25:14,Neutral,Mid Lane Base Turret,Team 100's building
25:18,Neutral,Inhibitor Building (Mid Lane),Team 100's building
25:27,Neutral,Mid Lane Nexus Turret,Team 100's building
25:31,Neutral,Mid Lane Nexus Turret,Team 100's building
