Match ID:,NA1_5301914579
Game Duration:,1560
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,986","3,256",-270
3,"4,515","4,683",-168
4,"6,341","6,252",+89
5,"8,425","8,319",+106
6,"9,560","9,711",-151
7,"11,725","11,229",+496
8,"14,013","12,464","+1,549"
9,"15,330","13,990","+1,340"
10,"17,694","15,800","+1,894"
11,"19,557","17,496","+2,061"
12,"21,476","19,294","+2,182"
13,"23,941","20,904","+3,037"
14,"26,460","22,594","+3,866"
15,"27,711","24,525","+3,186"
16,"31,030","25,895","+5,135"
17,"34,900","27,392","+7,508"
18,"36,822","29,027","+7,795"
19,"40,862","31,387","+9,475"
20,"43,760","36,615","+7,145"
21,"44,759","38,646","+6,113"
22,"46,756","39,988","+6,768"
23,"48,742","43,057","+5,685"
24,"50,096","44,675","+5,421"
25,"52,067","45,971","+6,096"
26,"55,618","46,775","+8,843"
""
Objective Timeline
Time,Team,Objective,Details
6:09,Team 200,Chemtech Dragon,
9:41,Neutral,Top Lane Outer Turret,Team 200's building
13:34,Neutral,Bot Lane Outer Turret,Team 200's building
14:53,Team 200,Hextech Dragon,
14:54,Neutral,Dragon Soul Given,
15:54,Neutral,Mid Lane Outer Turret,Team 200's building
17:09,Neutral,Mid Lane Inner Turret,Team 200's building
17:50,Team 100,Monster,
18:25,Neutral,Top Lane Inner Turret,Team 200's building
18:48,Neutral,Bot Lane Outer Turret,Team 100's building; 500 gold
18:54,Neutral,Bot Lane Inner Turret,Team 200's building
19:05,Neutral,Top Lane Base Turret,Team 200's building
20:24,Team 200,Water Dragon,300 gold
25:41,Neutral,Inhibitor Building (Top Lane),Team 200's building
25:50,Neutral,Mid Lane Nexus Turret,Team 200's building
25:53,Neutral,Mid Lane Nexus Turret,Team 200's building
