Match ID:,NA1_5301251110
Game Duration:,1764
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,505","2,500",+5
2,"3,065","3,038",+27
3,"4,829","4,339",+490
4,"6,245","6,436",-191
5,"7,835","7,840",-5
6,"9,411","9,176",+235
7,"11,650","10,755",+895
8,"13,554","12,842",+712
9,"15,859","14,211","+1,648"
10,"17,877","16,393","+1,484"
11,"20,380","17,992","+2,388"
12,"22,856","19,847","+3,009"
13,"25,311","22,378","+2,933"
14,"26,627","23,925","+2,702"
15,"28,177","26,166","+2,011"
16,"32,639","29,275","+3,364"
17,"33,825","30,822","+3,003"
18,"35,796","33,658","+2,138"
19,"38,301","35,735","+2,566"
20,"39,884","37,869","+2,015"
21,"41,452","39,729","+1,723"
22,"43,685","42,225","+1,460"
23,"46,046","43,821","+2,225"
24,"47,832","48,542",-710
25,"49,708","50,774","-1,066"
26,"50,859","53,060","-2,201"
27,"52,950","57,920","-4,970"
28,"54,576","59,961","-5,385"
29,"59,410","62,650","-3,240"
""
Objective Timeline
Time,Team,Objective,Details
10:42,Team 200,Water Dragon,
11:11,Neutral,Top Lane Outer Turret,Team 200's building
15:04,Neutral,Bot Lane Outer Turret,Team 200's building
15:22,Neutral,Top Lane Outer Turret,Team 100's building
15:42,Neutral,Mid Lane Outer Turret,Team 200's building
15:47,Neutral,Bot Lane Inner Turret,Team 200's building
16:19,Team 100,Hextech Dragon,
16:20,Neutral,Dragon Soul Given,
19:21,Team 100,Monster,
22:21,Team 200,Air Dragon,
22:37,Neutral,Top Lane Inner Turret,Team 200's building
23:14,Neutral,Bot Lane Outer Turret,Team 100's building
23:34,Neutral,Bot Lane Inner Turret,Team 100's building
23:42,Neutral,Mid Lane Outer Turret,Team 100's building
26:25,Team 200,Monster,
26:51,Neutral,Mid Lane Inner Turret,Team 100's building
27:10,Neutral,Mid Lane Base Turret,Team 100's building
27:31,Team 200,Air Dragon,
27:35,Neutral,Top Lane Base Turret,Team 200's building
28:12,Neutral,Mid Lane Inner Turret,Team 200's building
28:34,Neutral,Top Lane Inner Turret,Team 100's building
28:45,Neutral,Mid Lane Base Turret,Team 200's building
28:48,Neutral,Inhibitor Building (Mid Lane),Team 200's building
29:03,Neutral,Mid Lane Nexus Turret,Team 200's building
29:14,Neutral,Mid Lane Nexus Turret,Team 200's building
