Match ID:,NA1_5314642357
Game Duration:,1235
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,975","3,057",-82
3,"4,651","5,511",-860
4,"6,068","7,174","-1,106"
5,"7,366","9,504","-2,138"
6,"8,937","10,980","-2,043"
7,"11,019","12,798","-1,779"
8,"12,832","14,535","-1,703"
9,"14,040","16,623","-2,583"
10,"16,500","18,643","-2,143"
11,"17,750","20,793","-3,043"
12,"20,442","22,972","-2,530"
13,"21,600","26,543","-4,943"
14,"22,795","29,879","-7,084"
15,"24,749","32,107","-7,358"
16,"27,447","33,888","-6,441"
17,"28,869","36,991","-8,122"
18,"31,292","40,114","-8,822"
19,"33,183","43,447","-10,264"
20,"34,687","45,507","-10,820"
21,"35,868","46,339","-10,471"
""
Objective Timeline
Time,Team,Objective,Details
7:04,Team 200,Hextech Dragon,
12:26,Team 200,Air Dragon,
12:27,Neutral,Dragon Soul Given,
13:15,Neutral,Top Lane Outer Turret,Team 100's building
13:25,Neutral,Bot Lane Outer Turret,Team 100's building
15:19,Neutral,Mid Lane Outer Turret,Team 100's building
15:53,Neutral,Top Lane Outer Turret,Team 200's building; 500 gold
17:02,Neutral,Bot Lane Inner Turret,Team 100's building
17:18,Neutral,Mid Lane Inner Turret,Team 100's building
17:30,Team 200,Monster,
18:14,Team 200,Earth Dragon,
18:43,Neutral,Top Lane Inner Turret,Team 100's building
18:55,Neutral,Top Lane Base Turret,Team 100's building
19:48,Neutral,Inhibitor Building (Top Lane),Team 100's building
