Match ID:,NA1_5309091599
Game Duration:,1748
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,505","2,500",+5
2,"3,052","2,982",+70
3,"4,607","4,471",+136
4,"6,163","6,581",-418
5,"7,958","7,758",+200
6,"9,087","9,870",-783
7,"10,711","11,192",-481
8,"12,015","14,287","-2,272"
9,"13,537","15,881","-2,344"
10,"15,684","17,966","-2,282"
11,"17,174","19,785","-2,611"
12,"19,618","23,261","-3,643"
13,"21,408","24,950","-3,542"
14,"23,129","28,887","-5,758"
15,"25,315","30,180","-4,865"
16,"29,060","31,698","-2,638"
17,"30,443","33,326","-2,883"
18,"34,349","37,263","-2,914"
19,"35,660","38,907","-3,247"
20,"39,574","42,740","-3,166"
21,"40,778","44,484","-3,706"
22,"44,099","46,944","-2,845"
23,"46,440","49,978","-3,538"
24,"47,980","51,985","-4,005"
25,"51,270","54,885","-3,615"
26,"52,482","56,689","-4,207"
27,"55,093","59,350","-4,257"
28,"57,305","62,962","-5,657"
29,"60,374","67,549","-7,175"
""
Objective Timeline
Time,Team,Objective,Details
11:01,Team 200,Earth Dragon,
11:21,Neutral,Top Lane Outer Turret,Team 100's building
13:58,Neutral,Bot Lane Outer Turret,Team 100's building
15:25,Neutral,Bot Lane Outer Turret,Team 200's building; 380 gold
15:59,Team 100,Monster,
16:38,Team 200,Air Dragon,
16:39,Neutral,Dragon Soul Given,
17:08,Neutral,Top Lane Outer Turret,Team 200's building
17:44,Neutral,Top Lane Inner Turret,Team 200's building
17:48,Neutral,Mid Lane Outer Turret,Team 100's building
19:57,Neutral,Bot Lane Inner Turret,Team 100's building
24:28,Neutral,Mid Lane Inner Turret,Team 100's building
25:56,Team 200,Fire Dragon,
26:49,Neutral,Bot Lane Inner Turret,Team 200's building
27:03,Neutral,Bot Lane Base Turret,Team 200's building
27:06,Team 200,Monster,
27:11,Neutral,Inhibitor Building (Bot Lane),Team 200's building
28:33,Neutral,Bot Lane Base Turret,Team 100's building
28:39,Neutral,Inhibitor Building (Bot Lane),Team 100's building
28:56,Neutral,Mid Lane Nexus Turret,Team 100's building
28:59,Neutral,Mid Lane Nexus Turret,Team 100's building
