Match ID:,NA1_5315133432
Game Duration:,1238
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,057","2,969",+88
3,"4,841","4,367",+474
4,"7,420","5,970","+1,450"
5,"9,269","8,251","+1,018"
6,"11,100","9,322","+1,778"
7,"13,383","10,695","+2,688"
8,"15,814","11,848","+3,966"
9,"17,396","13,323","+4,073"
10,"19,670","15,591","+4,079"
11,"21,946","17,169","+4,777"
12,"23,545","18,708","+4,837"
13,"26,745","20,397","+6,348"
14,"30,120","21,772","+8,348"
15,"32,839","23,055","+9,784"
16,"34,559","24,679","+9,880"
17,"38,786","26,226","+12,560"
18,"40,552","28,754","+11,798"
19,"43,029","29,909","+13,120"
20,"44,273","31,938","+12,335"
21,"47,039","32,537","+14,502"
""
Objective Timeline
Time,Team,Objective,Details
6:45,Team 100,Chemtech Dragon,
12:04,Team 100,Water Dragon,
12:04,Neutral,Dragon Soul Given,
12:21,Neutral,Mid Lane Outer Turret,Team 200's building
13:20,Neutral,Top Lane Outer Turret,Team 200's building
14:01,Neutral,Bot Lane Outer Turret,Team 200's building
15:35,Team 100,Monster,
16:32,Neutral,Bot Lane Inner Turret,Team 200's building
16:47,Neutral,Mid Lane Inner Turret,Team 200's building
16:49,Neutral,Top Lane Inner Turret,Team 200's building
17:31,Team 100,Earth Dragon,
