Match ID:,NA1_5313129500
Game Duration:,1380
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,914","2,897",+17
3,"4,033","5,126","-1,093"
4,"5,706","6,591",-885
5,"7,161","9,622","-2,461"
6,"9,998","10,940",-942
7,"11,606","12,628","-1,022"
8,"13,103","14,839","-1,736"
9,"14,498","16,554","-2,056"
10,"16,626","18,462","-1,836"
11,"18,037","20,339","-2,302"
12,"19,920","22,388","-2,468"
13,"21,646","23,929","-2,283"
14,"22,953","26,525","-3,572"
15,"24,540","27,967","-3,427"
16,"26,734","31,265","-4,531"
17,"27,875","33,053","-5,178"
18,"31,524","35,756","-4,232"
19,"34,035","39,329","-5,294"
20,"36,591","41,417","-4,826"
21,"38,878","43,872","-4,994"
22,"40,566","46,378","-5,812"
23,"43,864","51,181","-7,317"
""
Objective Timeline
Time,Team,Objective,Details
9:32,Team 200,Earth Dragon,
13:58,Neutral,Bot Lane Outer Turret,Team 100's building
15:35,Team 200,Monster,
17:33,Team 200,Fire Dragon,
17:33,Neutral,Dragon Soul Given,
17:35,Neutral,Mid Lane Outer Turret,Team 200's building; 150 gold
17:44,Neutral,Top Lane Outer Turret,Team 200's building
17:52,Neutral,Mid Lane Outer Turret,Team 100's building
18:08,Neutral,Mid Lane Inner Turret,Team 100's building
19:02,Neutral,Bot Lane Inner Turret,Team 100's building
21:47,Neutral,Mid Lane Base Turret,Team 100's building
21:56,Neutral,Inhibitor Building (Mid Lane),Team 100's building
22:29,Neutral,Top Lane Inner Turret,Team 200's building; 800 gold
22:30,Neutral,Mid Lane Nexus Turret,Team 100's building
22:34,Neutral,Mid Lane Nexus Turret,Team 100's building
