Match ID:,NA1_5312890230
Game Duration:,1685
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,959","2,999",-40
3,"5,371","4,816",+555
4,"7,572","7,020",+552
5,"9,372","8,253","+1,119"
6,"10,905","9,759","+1,146"
7,"12,371","11,407",+964
8,"13,806","13,287",+519
9,"17,013","14,497","+2,516"
10,"18,312","16,051","+2,261"
11,"21,030","17,815","+3,215"
12,"23,508","19,890","+3,618"
13,"25,522","21,523","+3,999"
14,"27,405","23,052","+4,353"
15,"29,412","24,572","+4,840"
16,"31,056","27,036","+4,020"
17,"33,312","29,703","+3,609"
18,"35,376","31,190","+4,186"
19,"37,572","33,541","+4,031"
20,"40,912","36,895","+4,017"
21,"42,567","38,587","+3,980"
22,"44,072","40,623","+3,449"
23,"45,786","42,651","+3,135"
24,"49,020","45,231","+3,789"
25,"53,029","46,582","+6,447"
26,"54,350","48,543","+5,807"
27,"59,673","49,868","+9,805"
28,"65,612","51,800","+13,812"
""
Objective Timeline
Time,Team,Objective,Details
10:30,Team 200,Air Dragon,
11:35,Neutral,Top Lane Outer Turret,Team 200's building
14:40,Neutral,Mid Lane Outer Turret,Team 200's building
15:50,Team 200,Fire Dragon,
15:51,Neutral,Dragon Soul Given,
18:15,Neutral,Bot Lane Outer Turret,Team 200's building
19:01,Team 100,Monster,
19:04,Neutral,Bot Lane Outer Turret,Team 100's building
19:39,Neutral,Mid Lane Inner Turret,Team 200's building
21:39,Team 100,Hextech Dragon,
24:03,Neutral,Mid Lane Outer Turret,Team 100's building
24:43,Neutral,Mid Lane Base Turret,Team 200's building
24:58,Neutral,Inhibitor Building (Mid Lane),Team 200's building
26:10,Team 100,Monster,
26:44,Neutral,Top Lane Inner Turret,Team 200's building
27:04,Neutral,Bot Lane Inner Turret,Team 200's building
27:16,Neutral,Bot Lane Base Turret,Team 200's building
27:22,Neutral,Inhibitor Building (Bot Lane),Team 200's building
27:28,Neutral,Top Lane Base Turret,Team 200's building
27:39,Neutral,Mid Lane Nexus Turret,Team 200's building
27:47,Neutral,Inhibitor Building (Top Lane),Team 200's building
27:49,Neutral,Mid Lane Nexus Turret,Team 200's building
