Match ID:,NA1_5313959367
Game Duration:,1490
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,503",-3
2,"3,003","2,987",+16
3,"4,421","4,538",-117
4,"5,929","6,597",-668
5,"7,716","8,162",-446
6,"9,112","9,723",-611
7,"10,956","11,497",-541
8,"12,310","13,354","-1,044"
9,"14,593","14,662",-69
10,"16,343","17,182",-839
11,"18,560","19,398",-838
12,"20,460","21,871","-1,411"
13,"22,841","23,809",-968
14,"24,826","25,260",-434
15,"26,696","26,488",+208
16,"28,999","28,223",+776
17,"30,610","30,731",-121
18,"33,931","32,197","+1,734"
19,"35,651","33,249","+2,402"
20,"39,862","34,828","+5,034"
21,"41,212","36,207","+5,005"
22,"42,957","39,609","+3,348"
23,"46,241","43,452","+2,789"
24,"48,318","45,345","+2,973"
25,"50,630","46,108","+4,522"
""
Objective Timeline
Time,Team,Objective,Details
9:04,Team 100,Water Dragon,
12:36,Neutral,Bot Lane Outer Turret,Team 200's building
15:27,Team 100,Air Dragon,
15:28,Neutral,Dragon Soul Given,
16:07,Neutral,Mid Lane Outer Turret,Team 200's building
16:32,Team 200,Monster,
17:37,Neutral,Mid Lane Outer Turret,Team 100's building
17:50,Neutral,Top Lane Outer Turret,Team 200's building
19:53,Neutral,Bot Lane Inner Turret,Team 200's building
20:49,Team 100,Fire Dragon,
21:45,Neutral,Bot Lane Outer Turret,Team 100's building; 450 gold
22:10,Neutral,Mid Lane Inner Turret,Team 200's building
22:11,Neutral,Bot Lane Inner Turret,Team 100's building; 720 gold
22:35,Neutral,Top Lane Inner Turret,Team 200's building
