Match ID:,NA1_5307466504
Game Duration:,1642
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,028","3,011",+17
3,"4,589","4,516",+73
4,"6,333","6,163",+170
5,"7,767","7,592",+175
6,"9,248","8,974",+274
7,"11,267","10,841",+426
8,"13,149","12,282",+867
9,"15,186","13,863","+1,323"
10,"18,061","16,739","+1,322"
11,"19,775","18,537","+1,238"
12,"22,307","20,359","+1,948"
13,"24,387","22,477","+1,910"
14,"26,877","24,097","+2,780"
15,"28,201","25,761","+2,440"
16,"31,632","27,582","+4,050"
17,"34,219","31,118","+3,101"
18,"35,651","32,807","+2,844"
19,"37,569","35,024","+2,545"
20,"40,055","36,798","+3,257"
21,"43,677","39,059","+4,618"
22,"45,938","40,457","+5,481"
23,"48,244","44,455","+3,789"
24,"50,697","46,815","+3,882"
25,"52,627","50,455","+2,172"
26,"55,119","52,487","+2,632"
27,"55,900","58,017","-2,117"
""
Objective Timeline
Time,Team,Objective,Details
6:01,Team 200,Air Dragon,
12:35,Team 200,Earth Dragon,
12:36,Neutral,Dragon Soul Given,
15:34,Neutral,Bot Lane Outer Turret,Team 200's building
15:54,Neutral,Mid Lane Outer Turret,Team 200's building
16:12,Team 200,Monster,
18:03,Team 200,Water Dragon,
21:14,Neutral,Bot Lane Inner Turret,Team 200's building
22:43,Neutral,Top Lane Outer Turret,Team 100's building
24:35,Team 200,Water Dragon,
24:35,Neutral,Dragon Soul Given,
24:54,Neutral,Bot Lane Outer Turret,Team 100's building
25:06,Neutral,Mid Lane Outer Turret,Team 100's building
25:11,Neutral,Top Lane Outer Turret,Team 200's building
26:49,Neutral,Mid Lane Inner Turret,Team 100's building
26:58,Team 200,Monster,
27:18,Neutral,Mid Lane Base Turret,Team 100's building
