Match ID:,NA1_5308611068
Game Duration:,1899
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,975","3,010",-35
3,"4,700","4,351",+349
4,"7,452","7,005",+447
5,"9,315","8,699",+616
6,"10,852","10,531",+321
7,"12,855","12,014",+841
8,"14,258","13,466",+792
9,"15,661","15,599",+62
10,"17,160","17,652",-492
11,"18,700","19,255",-555
12,"19,961","22,011","-2,050"
13,"21,614","25,578","-3,964"
14,"22,893","27,866","-4,973"
15,"24,628","30,520","-5,892"
16,"27,862","32,588","-4,726"
17,"30,172","34,982","-4,810"
18,"31,322","37,175","-5,853"
19,"32,956","40,453","-7,497"
20,"35,520","42,121","-6,601"
21,"38,352","44,807","-6,455"
22,"42,700","48,108","-5,408"
23,"43,971","50,232","-6,261"
24,"47,096","51,729","-4,633"
25,"49,783","53,418","-3,635"
26,"51,707","55,044","-3,337"
27,"54,317","59,798","-5,481"
28,"55,731","61,329","-5,598"
29,"57,768","63,673","-5,905"
30,"59,134","68,906","-9,772"
""
Objective Timeline
Time,Team,Objective,Details
14:16,Neutral,Bot Lane Outer Turret,Team 200's building
14:27,Neutral,Mid Lane Outer Turret,Team 100's building
15:00,Neutral,Bot Lane Outer Turret,Team 100's building
15:04,Team 200,Earth Dragon,
15:40,Neutral,Mid Lane Outer Turret,Team 200's building; 500 gold
18:53,Team 200,Monster,
18:58,Neutral,Top Lane Outer Turret,Team 100's building
19:51,Neutral,Top Lane Outer Turret,Team 200's building; 500 gold
20:18,Neutral,Mid Lane Inner Turret,Team 100's building
20:41,Team 200,Fire Dragon,
20:41,Neutral,Dragon Soul Given,
22:29,Neutral,Bot Lane Inner Turret,Team 100's building
25:59,Team 200,Water Dragon,
27:00,Neutral,Top Lane Inner Turret,Team 100's building
29:09,Team 200,Monster,
29:32,Neutral,Mid Lane Base Turret,Team 100's building
29:40,Neutral,Inhibitor Building (Mid Lane),Team 100's building
31:14,Neutral,Top Lane Base Turret,Team 100's building
31:18,Neutral,Inhibitor Building (Top Lane),Team 100's building
31:24,Neutral,Mid Lane Nexus Turret,Team 100's building
31:32,Neutral,Mid Lane Nexus Turret,Team 100's building
