Match ID:,NA1_5310021358
Game Duration:,1682
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,505","2,503",+2
2,"2,982","3,408",-426
3,"4,611","4,694",-83
4,"6,291","6,303",-12
5,"8,052","8,186",-134
6,"9,878","9,690",+188
7,"10,979","12,172","-1,193"
8,"12,692","13,709","-1,017"
9,"14,212","15,650","-1,438"
10,"15,982","17,284","-1,302"
11,"17,898","18,436",-538
12,"19,294","20,310","-1,016"
13,"20,512","21,988","-1,476"
14,"22,393","24,512","-2,119"
15,"24,644","26,571","-1,927"
16,"26,359","28,177","-1,818"
17,"29,265","29,782",-517
18,"31,465","32,482","-1,017"
19,"34,582","34,033",+549
20,"35,864","35,323",+541
21,"38,468","38,453",+15
22,"40,577","40,130",+447
23,"42,332","41,899",+433
24,"43,377","44,169",-792
25,"46,327","45,786",+541
26,"49,943","47,015","+2,928"
27,"53,315","48,540","+4,775"
28,"57,925","50,204","+7,721"
""
Objective Timeline
Time,Team,Objective,Details
6:58,Team 200,Chemtech Dragon,
13:04,Team 100,Earth Dragon,
13:04,Neutral,Dragon Soul Given,
14:50,Neutral,Bot Lane Outer Turret,Team 100's building
15:44,Team 100,Monster,
16:58,Neutral,Top Lane Outer Turret,Team 200's building
16:59,Neutral,Bot Lane Outer Turret,Team 200's building
17:09,Neutral,Mid Lane Outer Turret,Team 100's building
19:23,Team 100,Air Dragon,
21:27,Neutral,Top Lane Outer Turret,Team 100's building
25:24,Team 100,Monster,
25:40,Neutral,Mid Lane Outer Turret,Team 200's building
26:09,Team 100,Air Dragon,
26:20,Neutral,Bot Lane Inner Turret,Team 200's building
26:44,Neutral,Mid Lane Inner Turret,Team 200's building
27:06,Neutral,Bot Lane Base Turret,Team 200's building
27:27,Neutral,Mid Lane Base Turret,Team 200's building
27:29,Neutral,Inhibitor Building (Bot Lane),Team 200's building
27:40,Neutral,Mid Lane Nexus Turret,Team 200's building
27:41,Neutral,Inhibitor Building (Mid Lane),Team 200's building
27:52,Neutral,Mid Lane Nexus Turret,Team 200's building
