Match ID:,NA1_5302505883
Game Duration:,1618
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,013","3,064",-51
3,"4,904","4,926",-22
4,"6,763","6,276",+487
5,"8,248","7,675",+573
6,"9,645","8,849",+796
7,"11,024","10,337",+687
8,"12,894","12,065",+829
9,"14,774","13,540","+1,234"
10,"17,086","14,938","+2,148"
11,"18,821","16,606","+2,215"
12,"20,162","19,542",+620
13,"21,983","21,414",+569
14,"23,770","23,460",+310
15,"26,437","25,105","+1,332"
16,"27,863","27,161",+702
17,"30,233","28,975","+1,258"
18,"33,467","31,759","+1,708"
19,"34,950","35,259",-309
20,"36,824","36,590",+234
21,"39,777","38,867",+910
22,"41,477","43,384","-1,907"
23,"45,793","45,766",+27
24,"46,782","47,402",-620
25,"47,996","51,800","-3,804"
26,"49,596","53,883","-4,287"
27,"52,529","58,515","-5,986"
""
Objective Timeline
Time,Team,Objective,Details
6:03,Team 200,Fire Dragon,
12:20,Team 200,Earth Dragon,
12:20,Neutral,Dragon Soul Given,
14:58,Neutral,Bot Lane Outer Turret,Team 200's building
16:25,Neutral,Bot Lane Outer Turret,Team 100's building
16:30,Team 100,Monster,
17:36,Neutral,Mid Lane Outer Turret,Team 200's building
17:55,Neutral,Top Lane Outer Turret,Team 200's building
18:10,Neutral,Mid Lane Outer Turret,Team 100's building
18:34,Team 200,Hextech Dragon,
20:35,Neutral,Top Lane Outer Turret,Team 100's building
21:00,Neutral,Top Lane Inner Turret,Team 100's building
22:14,Neutral,Mid Lane Inner Turret,Team 100's building
24:10,Team 200,Hextech Dragon,
24:10,Neutral,Dragon Soul Given,
24:38,Neutral,Mid Lane Base Turret,Team 100's building
24:44,Neutral,Inhibitor Building (Mid Lane),Team 100's building
26:33,Neutral,Mid Lane Nexus Turret,Team 100's building
26:37,Neutral,Mid Lane Nexus Turret,Team 100's building
