Match ID:,NA1_5313945851
Game Duration:,1346
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,028","3,066",-38
3,"4,615","4,567",+48
4,"6,173","6,001",+172
5,"8,133","7,602",+531
6,"9,875","8,985",+890
7,"11,958","10,258","+1,700"
8,"13,444","12,376","+1,068"
9,"15,780","14,020","+1,760"
10,"18,268","15,625","+2,643"
11,"20,455","16,917","+3,538"
12,"22,892","19,744","+3,148"
13,"24,949","21,386","+3,563"
14,"27,349","23,547","+3,802"
15,"28,861","25,384","+3,477"
16,"30,792","27,187","+3,605"
17,"34,890","29,214","+5,676"
18,"37,155","31,120","+6,035"
19,"40,435","32,219","+8,216"
20,"42,543","33,892","+8,651"
21,"45,045","35,189","+9,856"
22,"47,228","36,630","+10,598"
""
Objective Timeline
Time,Team,Objective,Details
6:54,Team 200,Air Dragon,
13:00,Team 200,Chemtech Dragon,
13:00,Neutral,Dragon Soul Given,
13:20,Neutral,Top Lane Outer Turret,Team 200's building
14:11,Neutral,Bot Lane Outer Turret,Team 100's building
16:49,Neutral,Bot Lane Outer Turret,Team 200's building
17:18,Neutral,Mid Lane Outer Turret,Team 200's building
17:34,Team 100,Monster,
18:43,Team 100,Water Dragon,
19:58,Neutral,Mid Lane Inner Turret,Team 200's building
22:19,Neutral,Mid Lane Base Turret,Team 200's building
22:22,Neutral,Inhibitor Building (Mid Lane),Team 200's building
