Match ID:,NA1_5309939659
Game Duration:,1551
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,505",-5
2,"3,412","3,015",+397
3,"4,825","4,339",+486
4,"6,344","6,373",-29
5,"8,100","8,830",-730
6,"9,794","11,364","-1,570"
7,"11,106","13,439","-2,333"
8,"12,848","15,651","-2,803"
9,"14,862","18,164","-3,302"
10,"16,692","19,744","-3,052"
11,"18,509","22,414","-3,905"
12,"19,958","24,563","-4,605"
13,"23,174","26,101","-2,927"
14,"24,644","28,221","-3,577"
15,"27,291","30,725","-3,434"
16,"28,789","33,591","-4,802"
17,"30,098","36,241","-6,143"
18,"31,330","41,034","-9,704"
19,"33,628","43,663","-10,035"
20,"34,866","46,446","-11,580"
21,"39,325","47,397","-8,072"
22,"41,680","48,647","-6,967"
23,"44,901","50,312","-5,411"
24,"47,526","52,455","-4,929"
25,"48,893","55,760","-6,867"
26,"51,436","57,597","-6,161"
""
Objective Timeline
Time,Team,Objective,Details
13:04,Neutral,Top Lane Outer Turret,Team 100's building
14:23,Neutral,Bot Lane Outer Turret,Team 100's building
16:30,Team 200,Monster,
16:54,Neutral,Top Lane Inner Turret,Team 100's building
17:05,Neutral,Mid Lane Outer Turret,Team 100's building
17:43,Neutral,Mid Lane Inner Turret,Team 100's building
17:53,Neutral,Bot Lane Inner Turret,Team 100's building
19:48,Neutral,Bot Lane Base Turret,Team 100's building
19:55,Neutral,Mid Lane Base Turret,Team 100's building
19:57,Neutral,Inhibitor Building (Bot Lane),Team 100's building
20:37,Neutral,Inhibitor Building (Mid Lane),Team 100's building
20:58,Neutral,Top Lane Outer Turret,Team 200's building; 500 gold
21:47,Team 200,Earth Dragon,
25:08,Neutral,Inhibitor Building (Bot Lane),Team 100's building
25:13,Neutral,Mid Lane Nexus Turret,Team 100's building
25:30,Neutral,Mid Lane Nexus Turret,Team 100's building
