Match ID:,NA1_5302586400
Game Duration:,1733
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,037","3,044",-7
3,"4,551","4,409",+142
4,"5,935","6,577",-642
5,"8,345","8,435",-90
6,"10,475","10,118",+357
7,"12,467","11,447","+1,020"
8,"14,286","13,363",+923
9,"15,640","14,685",+955
10,"17,991","16,560","+1,431"
11,"20,203","18,437","+1,766"
12,"23,126","19,840","+3,286"
13,"25,829","21,435","+4,394"
14,"28,299","23,763","+4,536"
15,"30,810","26,618","+4,192"
16,"33,695","28,445","+5,250"
17,"36,006","30,651","+5,355"
18,"37,714","31,597","+6,117"
19,"39,940","34,923","+5,017"
20,"41,685","37,688","+3,997"
21,"43,985","39,905","+4,080"
22,"46,711","42,052","+4,659"
23,"48,077","43,835","+4,242"
24,"50,537","46,549","+3,988"
25,"52,903","48,436","+4,467"
26,"55,426","49,764","+5,662"
27,"57,331","54,162","+3,169"
28,"58,952","56,799","+2,153"
29,"60,945","61,343",-398
""
Objective Timeline
Time,Team,Objective,Details
8:22,Team 200,Chemtech Dragon,
13:18,Neutral,Bot Lane Outer Turret,Team 200's building
14:36,Neutral,Mid Lane Outer Turret,Team 100's building
14:38,Team 200,Hextech Dragon,
14:39,Neutral,Dragon Soul Given,
14:57,Neutral,Top Lane Outer Turret,Team 200's building
15:14,Neutral,Mid Lane Outer Turret,Team 200's building
16:22,Neutral,Mid Lane Inner Turret,Team 200's building
16:42,Team 100,Monster,
20:35,Team 100,Fire Dragon,
21:31,Neutral,Top Lane Inner Turret,Team 200's building
23:32,Neutral,Top Lane Base Turret,Team 200's building
25:21,Neutral,Bot Lane Inner Turret,Team 200's building
26:06,Team 100,Fire Dragon,
26:33,Neutral,Bot Lane Base Turret,Team 200's building
26:48,Neutral,Inhibitor Building (Bot Lane),Team 200's building
26:59,Team 200,Monster,
27:50,Neutral,Bot Lane Outer Turret,Team 100's building
28:16,Neutral,Mid Lane Inner Turret,Team 100's building
28:28,Neutral,Mid Lane Base Turret,Team 100's building
28:29,Neutral,Inhibitor Building (Top Lane),Team 200's building
28:34,Neutral,Inhibitor Building (Mid Lane),Team 100's building
28:35,Neutral,Mid Lane Nexus Turret,Team 200's building
28:41,Neutral,Mid Lane Nexus Turret,Team 100's building
28:45,Neutral,Mid Lane Nexus Turret,Team 100's building
