Match ID:,NA1_5306852013
Game Duration:,1708
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,505",-5
2,"3,753","3,300",+453
3,"5,090","5,843",-753
4,"6,662","7,993","-1,331"
5,"8,442","10,061","-1,619"
6,"10,455","11,719","-1,264"
7,"12,420","13,238",-818
8,"14,418","16,203","-1,785"
9,"15,898","18,747","-2,849"
10,"17,769","20,624","-2,855"
11,"19,939","22,906","-2,967"
12,"21,616","25,453","-3,837"
13,"24,583","26,705","-2,122"
14,"28,157","28,971",-814
15,"29,993","31,037","-1,044"
16,"31,926","32,415",-489
17,"35,686","34,203","+1,483"
18,"37,578","36,126","+1,452"
19,"39,998","38,360","+1,638"
20,"44,171","40,778","+3,393"
21,"46,501","41,949","+4,552"
22,"50,612","43,997","+6,615"
23,"52,826","45,952","+6,874"
24,"54,706","49,914","+4,792"
25,"56,160","52,682","+3,478"
26,"60,172","54,233","+5,939"
27,"63,905","55,922","+7,983"
28,"67,339","59,360","+7,979"
""
Objective Timeline
Time,Team,Objective,Details
9:34,Team 200,Earth Dragon,
14:01,Neutral,Top Lane Outer Turret,Team 100's building
14:06,Neutral,Bot Lane Outer Turret,Team 200's building
15:17,Team 200,Air Dragon,
15:17,Neutral,Dragon Soul Given,
15:19,Team 100,Monster,
16:43,Neutral,Mid Lane Outer Turret,Team 200's building
17:02,Neutral,Top Lane Outer Turret,Team 200's building
18:29,Neutral,Bot Lane Outer Turret,Team 100's building
19:12,Neutral,Mid Lane Inner Turret,Team 200's building
19:20,Neutral,Bot Lane Inner Turret,Team 200's building
21:09,Neutral,Top Lane Inner Turret,Team 200's building
21:15,Team 100,Fire Dragon,
22:02,Neutral,Top Lane Inner Turret,Team 100's building
25:37,Neutral,Mid Lane Base Turret,Team 200's building
25:47,Neutral,Inhibitor Building (Mid Lane),Team 200's building
26:39,Team 100,Monster,
27:06,Team 100,Fire Dragon,
27:43,Neutral,Bot Lane Base Turret,Team 200's building
28:07,Neutral,Inhibitor Building (Bot Lane),Team 200's building
28:12,Neutral,Mid Lane Nexus Turret,Team 200's building
28:19,Neutral,Mid Lane Nexus Turret,Team 200's building
