Match ID:,NA1_5301747225
Game Duration:,1634
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,948","2,967",-19
3,"5,031","5,151",-120
4,"6,365","7,055",-690
5,"7,885","8,506",-621
6,"9,504","9,812",-308
7,"11,370","11,678",-308
8,"13,091","13,832",-741
9,"15,133","15,614",-481
10,"16,534","17,814","-1,280"
11,"18,603","20,331","-1,728"
12,"21,212","22,578","-1,366"
13,"23,083","24,303","-1,220"
14,"25,786","26,575",-789
15,"28,044","28,754",-710
16,"29,560","30,479",-919
17,"31,093","32,531","-1,438"
18,"34,343","35,058",-715
19,"35,912","37,293","-1,381"
20,"39,584","39,488",+96
21,"41,010","41,579",-569
22,"43,176","44,187","-1,011"
23,"44,984","46,011","-1,027"
24,"49,225","46,732","+2,493"
25,"51,335","49,366","+1,969"
26,"53,136","50,258","+2,878"
27,"55,483","53,261","+2,222"
""
Objective Timeline
Time,Team,Objective,Details
5:52,Team 100,Air Dragon,
14:02,Neutral,Top Lane Outer Turret,Team 100's building
14:49,Neutral,Top Lane Outer Turret,Team 200's building
15:15,Team 200,Fire Dragon,
15:16,Neutral,Dragon Soul Given,
16:47,Team 100,Monster,
16:56,Neutral,Bot Lane Outer Turret,Team 100's building
17:52,Neutral,Top Lane Inner Turret,Team 200's building
18:56,Neutral,Bot Lane Outer Turret,Team 200's building
19:03,Neutral,Mid Lane Outer Turret,Team 200's building
21:21,Team 200,Hextech Dragon,
22:33,Neutral,Mid Lane Outer Turret,Team 100's building
23:27,Neutral,Mid Lane Inner Turret,Team 200's building
23:42,Neutral,Mid Lane Base Turret,Team 200's building
26:35,Neutral,Inhibitor Building (Mid Lane),Team 200's building
26:50,Neutral,Mid Lane Nexus Turret,Team 200's building
26:50,Neutral,Mid Lane Nexus Turret,Team 200's building
