Match ID:,NA1_5309223428
Game Duration:,1849
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,048","3,001",+47
3,"4,582","4,558",+24
4,"6,925","6,580",+345
5,"8,469","7,897",+572
6,"9,928","9,484",+444
7,"11,131","11,795",-664
8,"12,759","13,505",-746
9,"14,259","15,959","-1,700"
10,"16,962","17,622",-660
11,"18,820","19,993","-1,173"
12,"21,124","22,020",-896
13,"23,554","23,541",+13
14,"25,618","26,227",-609
15,"27,002","28,272","-1,270"
16,"28,381","30,170","-1,789"
17,"29,820","32,756","-2,936"
18,"32,522","34,357","-1,835"
19,"35,772","38,172","-2,400"
20,"37,137","39,672","-2,535"
21,"41,210","40,852",+358
22,"43,868","42,364","+1,504"
23,"46,871","46,207",+664
24,"47,938","47,242",+696
25,"49,651","50,475",-824
26,"51,616","52,364",-748
27,"55,145","53,631","+1,514"
28,"59,698","54,746","+4,952"
29,"62,194","58,254","+3,940"
30,"65,166","59,819","+5,347"
""
Objective Timeline
Time,Team,Objective,Details
6:19,Team 100,Chemtech Dragon,
12:30,Team 200,Fire Dragon,
12:30,Neutral,Dragon Soul Given,
16:35,Neutral,Mid Lane Outer Turret,Team 100's building
17:27,Team 200,Monster,
17:49,Neutral,Bot Lane Outer Turret,Team 200's building
18:34,Team 100,Air Dragon,
21:15,Neutral,Mid Lane Outer Turret,Team 200's building
21:16,Neutral,Top Lane Outer Turret,Team 200's building
22:19,Neutral,Bot Lane Outer Turret,Team 100's building
22:40,Neutral,Bot Lane Inner Turret,Team 100's building
22:49,Neutral,Mid Lane Inner Turret,Team 200's building
23:53,Team 100,Air Dragon,
25:53,Neutral,Top Lane Outer Turret,Team 100's building
26:51,Team 100,Monster,
27:27,Neutral,Top Lane Inner Turret,Team 200's building
27:42,Neutral,Mid Lane Base Turret,Team 200's building
27:43,Neutral,Top Lane Base Turret,Team 200's building
27:47,Neutral,Inhibitor Building (Top Lane),Team 200's building
27:51,Neutral,Inhibitor Building (Mid Lane),Team 200's building
29:24,Team 100,Air Dragon,
29:25,Neutral,Dragon Soul Given,
29:51,Neutral,Bot Lane Inner Turret,Team 200's building
30:01,Neutral,Bot Lane Base Turret,Team 200's building
30:04,Neutral,Inhibitor Building (Bot Lane),Team 200's building
30:19,Neutral,Mid Lane Nexus Turret,Team 200's building
30:36,Neutral,Mid Lane Nexus Turret,Team 200's building
