Match ID:,NA1_5308766254
Game Duration:,929
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,017","2,978",+39
3,"4,711","4,207",+504
4,"6,451","5,763",+688
5,"8,010","6,927","+1,083"
6,"9,718","8,280","+1,438"
7,"11,465","9,799","+1,666"
8,"12,732","12,048",+684
9,"15,402","13,241","+2,161"
10,"17,220","15,198","+2,022"
11,"20,432","17,133","+3,299"
12,"22,219","19,263","+2,956"
13,"26,387","21,124","+5,263"
14,"29,049","23,289","+5,760"
15,"30,584","25,494","+5,090"
""
Objective Timeline
Time,Team,Objective,Details
7:19,Team 100,Chemtech Dragon,
12:28,Neutral,Top Lane Outer Turret,Team 200's building
13:11,Team 100,Fire Dragon,
13:12,Neutral,Dragon Soul Given,
