Match ID:,NA1_5305685006
Game Duration:,1380
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,005","3,058",-53
3,"4,370","4,528",-158
4,"6,944","6,066",+878
5,"8,299","7,659",+640
6,"10,186","9,267",+919
7,"11,400","11,294",+106
8,"13,159","12,504",+655
9,"14,618","14,809",-191
10,"16,526","16,500",+26
11,"18,156","18,103",+53
12,"19,662","20,155",-493
13,"22,348","21,610",+738
14,"24,167","23,265",+902
15,"25,675","24,670","+1,005"
16,"27,617","26,086","+1,531"
17,"29,605","28,341","+1,264"
18,"31,156","31,453",-297
19,"32,284","32,928",-644
20,"33,951","34,564",-613
21,"36,222","39,133","-2,911"
22,"37,208","40,735","-3,527"
23,"38,536","44,473","-5,937"
""
Objective Timeline
Time,Team,Objective,Details
7:19,Team 200,Earth Dragon,
13:19,Team 100,Fire Dragon,
13:20,Neutral,Dragon Soul Given,
16:20,Neutral,Mid Lane Outer Turret,Team 200's building
16:25,Neutral,Top Lane Outer Turret,Team 100's building
16:40,Team 100,Monster,
17:21,Neutral,Bot Lane Outer Turret,Team 100's building
18:35,Team 200,Chemtech Dragon,
20:10,Neutral,Bot Lane Outer Turret,Team 200's building
20:17,Neutral,Mid Lane Outer Turret,Team 100's building
