Match ID:,NA1_5318488004
Game Duration:,1625
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,093","3,446",-353
3,"4,346","5,203",-857
4,"5,949","7,240","-1,291"
5,"7,741","8,963","-1,222"
6,"10,037","10,251",-214
7,"11,710","12,298",-588
8,"13,353","13,653",-300
9,"15,080","14,937",+143
10,"16,768","17,900","-1,132"
11,"19,481","19,455",+26
12,"21,239","23,183","-1,944"
13,"22,935","25,362","-2,427"
14,"24,831","27,117","-2,286"
15,"26,693","28,816","-2,123"
16,"29,316","32,661","-3,345"
17,"31,635","34,660","-3,025"
18,"33,233","36,343","-3,110"
19,"34,946","39,496","-4,550"
20,"36,302","42,685","-6,383"
21,"37,927","44,670","-6,743"
22,"39,485","49,133","-9,648"
23,"41,160","50,999","-9,839"
24,"44,772","53,424","-8,652"
25,"46,994","55,924","-8,930"
26,"49,571","59,067","-9,496"
27,"50,228","64,723","-14,495"
""
Objective Timeline
Time,Team,Objective,Details
7:26,Team 200,Air Dragon,
13:03,Team 200,Chemtech Dragon,
13:04,Neutral,Dragon Soul Given,
15:09,Neutral,Mid Lane Outer Turret,Team 100's building
15:24,Neutral,Top Lane Outer Turret,Team 200's building
15:31,Neutral,Bot Lane Outer Turret,Team 100's building
16:26,Neutral,Top Lane Outer Turret,Team 100's building
17:09,Team 200,Monster,
18:37,Team 100,Hextech Dragon,
20:09,Neutral,Mid Lane Inner Turret,Team 100's building
21:48,Neutral,Bot Lane Inner Turret,Team 100's building
21:49,Neutral,Top Lane Inner Turret,Team 100's building
23:26,Neutral,Bot Lane Outer Turret,Team 200's building; 500 gold
23:59,Team 200,Hextech Dragon,
24:07,Neutral,Mid Lane Outer Turret,Team 200's building; 500 gold
25:15,Team 200,Monster,
26:43,Neutral,Bot Lane Base Turret,Team 100's building
26:45,Neutral,Mid Lane Base Turret,Team 100's building
26:48,Neutral,Inhibitor Building (Mid Lane),Team 100's building
26:50,Neutral,Inhibitor Building (Bot Lane),Team 100's building
26:56,Neutral,Mid Lane Nexus Turret,Team 100's building
26:56,Neutral,Mid Lane Nexus Turret,Team 100's building
