Match ID:,NA1_5301928726
Game Duration:,1409
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,501","2,500",+1
2,"2,992","2,962",+30
3,"4,277","4,306",-29
4,"5,913","5,766",+147
5,"7,364","7,089",+275
6,"8,757","8,584",+173
7,"10,400","9,807",+593
8,"12,204","12,216",-12
9,"13,722","13,688",+34
10,"15,685","15,589",+96
11,"17,554","17,702",-148
12,"19,209","19,013",+196
13,"21,533","20,654",+879
14,"24,142","22,511","+1,631"
15,"26,238","24,012","+2,226"
16,"28,335","25,101","+3,234"
17,"31,108","27,979","+3,129"
18,"32,889","29,938","+2,951"
19,"34,595","32,699","+1,896"
20,"36,346","33,982","+2,364"
21,"40,083","35,760","+4,323"
22,"42,291","37,222","+5,069"
23,"46,356","38,380","+7,976"
""
Objective Timeline
Time,Team,Objective,Details
6:09,Team 100,Hextech Dragon,
12:05,Team 100,Air Dragon,
12:06,Neutral,Dragon Soul Given,
14:40,Neutral,Mid Lane Outer Turret,Team 200's building
16:23,Neutral,Bot Lane Outer Turret,Team 100's building
16:25,Neutral,Top Lane Outer Turret,Team 200's building
16:33,Team 100,Monster,
17:48,Team 100,Water Dragon,
18:58,Neutral,Top Lane Outer Turret,Team 100's building
20:47,Neutral,Bot Lane Outer Turret,Team 200's building
21:09,Neutral,Bot Lane Inner Turret,Team 200's building
23:06,Neutral,Mid Lane Inner Turret,Team 200's building
