Match ID:,NA1_5303136501
Game Duration:,1613
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,034","2,973",+61
3,"4,532","4,729",-197
4,"5,972","6,196",-224
5,"7,451","8,155",-704
6,"8,714","9,373",-659
7,"10,250","10,889",-639
8,"12,111","13,575","-1,464"
9,"14,370","15,576","-1,206"
10,"16,433","17,110",-677
11,"18,584","19,159",-575
12,"19,897","22,050","-2,153"
13,"21,284","24,236","-2,952"
14,"22,772","26,741","-3,969"
15,"24,113","29,086","-4,973"
16,"25,413","31,164","-5,751"
17,"26,929","35,519","-8,590"
18,"28,390","37,577","-9,187"
19,"31,215","39,765","-8,550"
20,"32,547","41,594","-9,047"
21,"35,661","44,164","-8,503"
22,"38,191","46,798","-8,607"
23,"39,371","48,964","-9,593"
24,"41,881","51,141","-9,260"
25,"43,240","53,572","-10,332"
26,"44,449","57,135","-12,686"
27,"45,195","62,092","-16,897"
""
Objective Timeline
Time,Team,Objective,Details
7:35,Team 200,Fire Dragon,
13:35,Team 200,Air Dragon,
13:35,Neutral,Dragon Soul Given,
14:45,Neutral,Bot Lane Outer Turret,Team 100's building
16:02,Team 200,Monster,
16:18,Neutral,Top Lane Outer Turret,Team 100's building
16:38,Neutral,Mid Lane Outer Turret,Team 100's building
16:42,Neutral,Top Lane Inner Turret,Team 100's building
19:29,Team 200,Chemtech Dragon,
20:28,Neutral,Top Lane Outer Turret,Team 200's building; 500 gold
20:34,Neutral,Bot Lane Inner Turret,Team 100's building
22:26,Neutral,Mid Lane Inner Turret,Team 100's building
24:55,Team 200,Chemtech Dragon,
24:56,Neutral,Dragon Soul Given,
25:31,Team 200,Monster,
26:16,Neutral,Bot Lane Base Turret,Team 100's building
26:17,Neutral,Mid Lane Base Turret,Team 100's building
26:25,Neutral,Inhibitor Building (Mid Lane),Team 100's building
26:35,Neutral,Mid Lane Nexus Turret,Team 100's building
26:39,Neutral,Mid Lane Nexus Turret,Team 100's building
