Match ID:,NA1_5314144333
Game Duration:,1794
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,999","2,982",+17
3,"4,940","4,774",+166
4,"7,080","6,860",+220
5,"9,656","9,059",+597
6,"10,799","10,430",+369
7,"12,523","12,402",+121
8,"14,379","14,350",+29
9,"15,747","16,097",-350
10,"17,334","18,044",-710
11,"18,875","19,586",-711
12,"21,015","21,393",-378
13,"24,405","22,770","+1,635"
14,"26,151","24,264","+1,887"
15,"27,972","26,258","+1,714"
16,"29,997","29,268",+729
17,"31,427","31,795",-368
18,"32,713","34,400","-1,687"
19,"34,900","35,941","-1,041"
20,"39,174","38,016","+1,158"
21,"40,844","39,999",+845
22,"41,792","42,972","-1,180"
23,"43,404","44,657","-1,253"
24,"46,469","46,658",-189
25,"47,959","50,250","-2,291"
26,"49,441","51,700","-2,259"
27,"52,215","54,210","-1,995"
28,"55,199","58,615","-3,416"
29,"56,500","59,936","-3,436"
30,"59,179","64,096","-4,917"
""
Objective Timeline
Time,Team,Objective,Details
6:52,Team 100,Air Dragon,
11:36,Neutral,Bot Lane Outer Turret,Team 200's building
12:11,Team 100,Water Dragon,
12:12,Neutral,Dragon Soul Given,
16:32,Neutral,Top Lane Outer Turret,Team 100's building
17:37,Neutral,Mid Lane Outer Turret,Team 100's building
17:39,Team 200,Monster,
17:58,Team 200,Hextech Dragon,
19:20,Neutral,Mid Lane Outer Turret,Team 200's building
19:24,Neutral,Bot Lane Outer Turret,Team 100's building
19:38,Neutral,Mid Lane Inner Turret,Team 200's building
24:06,Team 100,Hextech Dragon,
26:34,Team 100,Monster,
27:24,Neutral,Mid Lane Inner Turret,Team 100's building
27:35,Neutral,Mid Lane Base Turret,Team 100's building
27:40,Neutral,Top Lane Inner Turret,Team 100's building
27:45,Neutral,Inhibitor Building (Mid Lane),Team 100's building
29:41,Neutral,Mid Lane Nexus Turret,Team 100's building
29:42,Neutral,Mid Lane Nexus Turret,Team 100's building
