Match ID:,NA1_5307394946
Game Duration:,1494
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,505","2,505",+0
2,"3,024","2,924",+100
3,"4,951","4,621",+330
4,"6,974","6,269",+705
5,"8,618","8,525",+93
6,"10,417","10,542",-125
7,"13,175","11,904","+1,271"
8,"15,046","13,329","+1,717"
9,"16,819","15,047","+1,772"
10,"19,799","16,957","+2,842"
11,"21,605","18,685","+2,920"
12,"23,605","21,957","+1,648"
13,"25,762","24,151","+1,611"
14,"28,807","26,146","+2,661"
15,"30,964","28,002","+2,962"
16,"34,643","30,463","+4,180"
17,"37,265","31,456","+5,809"
18,"40,262","34,185","+6,077"
19,"42,209","37,835","+4,374"
20,"43,391","40,357","+3,034"
21,"46,501","42,002","+4,499"
22,"48,719","44,170","+4,549"
23,"50,920","45,550","+5,370"
24,"52,751","47,794","+4,957"
25,"57,732","48,366","+9,366"
""
Objective Timeline
Time,Team,Objective,Details
6:08,Team 100,Earth Dragon,
13:01,Neutral,Top Lane Outer Turret,Team 200's building
13:47,Neutral,Bot Lane Outer Turret,Team 100's building
14:25,Team 100,Chemtech Dragon,
14:26,Neutral,Dragon Soul Given,
14:36,Neutral,Mid Lane Outer Turret,Team 100's building
15:26,Team 200,Monster,
15:49,Neutral,Bot Lane Outer Turret,Team 200's building
16:28,Neutral,Mid Lane Outer Turret,Team 200's building
17:29,Neutral,Bot Lane Inner Turret,Team 200's building
17:49,Neutral,Top Lane Outer Turret,Team 100's building; 500 gold
19:45,Neutral,Mid Lane Inner Turret,Team 100's building
19:47,Team 100,Fire Dragon,
19:59,Neutral,Mid Lane Base Turret,Team 100's building
24:16,Neutral,Mid Lane Inner Turret,Team 200's building
24:24,Neutral,Mid Lane Base Turret,Team 200's building
24:28,Neutral,Inhibitor Building (Mid Lane),Team 200's building
24:38,Neutral,Mid Lane Nexus Turret,Team 200's building
24:42,Neutral,Mid Lane Nexus Turret,Team 200's building
