Match ID:,NA1_5310940409
Game Duration:,1507
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,068","2,913",+155
3,"4,774","4,887",-113
4,"6,099","6,111",-12
5,"7,951","8,006",-55
6,"9,153","9,394",-241
7,"11,015","11,253",-238
8,"13,249","13,132",+117
9,"14,740","15,201",-461
10,"16,876","17,164",-288
11,"18,616","18,495",+121
12,"19,907","20,904",-997
13,"23,499","22,409","+1,090"
14,"26,082","25,122",+960
15,"28,501","27,004","+1,497"
16,"30,807","29,841",+966
17,"33,563","31,436","+2,127"
18,"35,535","33,682","+1,853"
19,"37,171","35,266","+1,905"
20,"39,114","38,489",+625
21,"41,218","40,435",+783
22,"43,040","41,762","+1,278"
23,"46,285","44,495","+1,790"
24,"47,039","50,347","-3,308"
25,"49,293","54,112","-4,819"
""
Objective Timeline
Time,Team,Objective,Details
10:34,Team 200,Hextech Dragon,
14:10,Neutral,Bot Lane Outer Turret,Team 100's building
15:27,Team 100,Monster,
15:28,Neutral,Top Lane Outer Turret,Team 100's building
15:54,Neutral,Top Lane Outer Turret,Team 200's building
16:37,Team 100,Water Dragon,
16:37,Neutral,Dragon Soul Given,
16:56,Neutral,Mid Lane Outer Turret,Team 200's building
17:17,Neutral,Bot Lane Outer Turret,Team 200's building
21:51,Team 100,Fire Dragon,
22:46,Neutral,Mid Lane Inner Turret,Team 200's building
23:31,Neutral,Mid Lane Outer Turret,Team 100's building
23:31,Neutral,Bot Lane Inner Turret,Team 100's building
23:44,Neutral,Bot Lane Base Turret,Team 100's building
23:48,Neutral,Mid Lane Inner Turret,Team 100's building
