Match ID:,NA1_5305195798
Game Duration:,1544
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,002","3,073",-71
3,"4,500","5,309",-809
4,"6,483","7,231",-748
5,"8,237","8,543",-306
6,"9,540","10,049",-509
7,"11,641","11,383",+258
8,"13,093","13,256",-163
9,"14,704","15,379",-675
10,"16,103","16,978",-875
11,"17,824","18,441",-617
12,"19,013","19,890",-877
13,"20,809","21,842","-1,033"
14,"23,017","23,431",-414
15,"26,681","24,612","+2,069"
16,"28,295","26,744","+1,551"
17,"29,891","28,196","+1,695"
18,"32,254","31,220","+1,034"
19,"34,405","32,810","+1,595"
20,"36,128","34,161","+1,967"
21,"38,413","35,686","+2,727"
22,"40,343","37,886","+2,457"
23,"43,574","40,337","+3,237"
24,"45,327","41,301","+4,026"
25,"47,748","42,377","+5,371"
26,"49,395","43,346","+6,049"
""
Objective Timeline
Time,Team,Objective,Details
6:23,Team 100,Earth Dragon,
11:40,Team 100,Chemtech Dragon,
11:41,Neutral,Dragon Soul Given,
14:29,Neutral,Bot Lane Outer Turret,Team 200's building
15:30,Team 100,Monster,
17:48,Neutral,Mid Lane Outer Turret,Team 200's building
18:05,Team 100,Fire Dragon,
21:19,Neutral,Top Lane Outer Turret,Team 100's building
22:41,Neutral,Mid Lane Outer Turret,Team 100's building
23:25,Neutral,Top Lane Outer Turret,Team 200's building
23:59,Team 100,Fire Dragon,
23:59,Neutral,Dragon Soul Given,
24:36,Neutral,Mid Lane Inner Turret,Team 200's building
