Match ID:,NA1_5288540536
Game Duration:,1920
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,994","3,011",-17
3,"4,492","4,907",-415
4,"5,951","7,028","-1,077"
5,"7,334","8,720","-1,386"
6,"8,572","10,013","-1,441"
7,"10,026","11,940","-1,914"
8,"11,218","13,785","-2,567"
9,"13,231","15,696","-2,465"
10,"14,717","17,320","-2,603"
11,"16,174","19,729","-3,555"
12,"18,333","21,489","-3,156"
13,"20,297","24,848","-4,551"
14,"22,781","26,316","-3,535"
15,"24,347","27,909","-3,562"
16,"25,815","31,646","-5,831"
17,"29,503","33,534","-4,031"
18,"32,011","36,045","-4,034"
19,"35,962","38,235","-2,273"
20,"37,766","39,595","-1,829"
21,"39,730","42,751","-3,021"
22,"41,055","44,268","-3,213"
23,"43,616","46,100","-2,484"
24,"45,776","47,278","-1,502"
25,"48,047","49,412","-1,365"
26,"49,708","53,206","-3,498"
27,"51,966","56,854","-4,888"
28,"53,578","61,812","-8,234"
29,"55,202","63,059","-7,857"
30,"57,439","65,917","-8,478"
""
Objective Timeline
Time,Team,Objective,Details
6:17,Team 200,Earth Dragon,
12:26,Neutral,Bot Lane Outer Turret,Team 100's building
13:18,Team 200,Water Dragon,
13:19,Neutral,Dragon Soul Given,
15:47,Neutral,Mid Lane Outer Turret,Team 100's building
15:54,Neutral,Bot Lane Inner Turret,Team 100's building
16:00,Neutral,Top Lane Outer Turret,Team 200's building; 500 gold
16:20,Team 100,Monster,900 gold
17:17,Neutral,Top Lane Outer Turret,Team 100's building
19:07,Neutral,Mid Lane Outer Turret,Team 200's building
19:18,Team 100,Chemtech Dragon,
23:16,Neutral,Mid Lane Inner Turret,Team 200's building
24:56,Team 100,Chemtech Dragon,
25:57,Team 200,Monster,
26:41,Neutral,Mid Lane Inner Turret,Team 100's building
27:06,Neutral,Top Lane Inner Turret,Team 100's building
27:18,Neutral,Mid Lane Base Turret,Team 100's building
27:22,Neutral,Inhibitor Building (Mid Lane),Team 100's building
27:29,Neutral,Bot Lane Base Turret,Team 100's building
27:29,Neutral,Top Lane Base Turret,Team 100's building
29:18,Neutral,Inhibitor Building (Top Lane),Team 100's building
29:38,Neutral,Inhibitor Building (Bot Lane),Team 100's building
30:34,Team 200,Chemtech Dragon,
31:49,Neutral,Mid Lane Nexus Turret,Team 100's building
31:53,Neutral,Mid Lane Nexus Turret,Team 100's building
