Match ID:,NA1_5309420526
Game Duration:,1627
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,505","2,500",+5
2,"3,001","2,979",+22
3,"4,646","4,316",+330
4,"6,771","6,168",+603
5,"8,181","7,638",+543
6,"10,168","8,934","+1,234"
7,"11,678","10,098","+1,580"
8,"13,387","11,412","+1,975"
9,"15,462","12,427","+3,035"
10,"17,180","14,265","+2,915"
11,"19,712","16,305","+3,407"
12,"21,687","18,367","+3,320"
13,"24,094","21,000","+3,094"
14,"26,236","23,425","+2,811"
15,"27,503","26,630",+873
16,"29,325","28,746",+579
17,"31,147","31,427",-280
18,"33,363","33,784",-421
19,"35,773","35,104",+669
20,"37,871","37,617",+254
21,"40,316","38,624","+1,692"
22,"41,854","40,594","+1,260"
23,"45,232","42,320","+2,912"
24,"47,345","44,007","+3,338"
25,"49,595","45,280","+4,315"
26,"52,437","46,311","+6,126"
27,"55,652","48,186","+7,466"
""
Objective Timeline
Time,Team,Objective,Details
10:36,Neutral,Top Lane Outer Turret,Team 200's building
13:38,Neutral,Top Lane Inner Turret,Team 200's building
15:05,Team 200,Earth Dragon,
16:29,Neutral,Bot Lane Outer Turret,Team 100's building
16:44,Team 100,Monster,
17:12,Neutral,Mid Lane Outer Turret,Team 200's building
17:18,Neutral,Mid Lane Inner Turret,Team 200's building
17:33,Neutral,Bot Lane Inner Turret,Team 100's building
19:05,Neutral,Bot Lane Outer Turret,Team 200's building
21:06,Team 100,Hextech Dragon,
21:06,Neutral,Dragon Soul Given,
22:38,Neutral,Mid Lane Base Turret,Team 200's building
23:00,Neutral,Bot Lane Inner Turret,Team 200's building
25:14,Team 100,Monster,
26:49,Neutral,Inhibitor Building (Mid Lane),Team 200's building
26:53,Neutral,Mid Lane Nexus Turret,Team 200's building
26:58,Neutral,Mid Lane Nexus Turret,Team 200's building
