Match ID:,NA1_5313503790
Game Duration:,1982
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,970","2,956",+14
3,"4,560","4,785",-225
4,"6,796","6,473",+323
5,"8,370","8,037",+333
6,"10,028","9,274",+754
7,"11,601","11,408",+193
8,"13,651","12,867",+784
9,"14,884","14,971",-87
10,"16,628","17,223",-595
11,"18,293","19,559","-1,266"
12,"19,493","21,232","-1,739"
13,"22,661","22,758",-97
14,"25,038","25,170",-132
15,"27,231","27,426",-195
16,"28,789","28,864",-75
17,"31,646","31,444",+202
18,"33,360","33,377",-17
19,"35,701","35,074",+627
20,"37,952","37,367",+585
21,"39,925","39,597",+328
22,"42,463","41,533",+930
23,"43,601","42,868",+733
24,"46,231","44,325","+1,906"
25,"48,050","45,581","+2,469"
26,"50,135","48,050","+2,085"
27,"54,424","49,483","+4,941"
28,"58,248","50,846","+7,402"
29,"61,427","54,049","+7,378"
30,"62,868","55,717","+7,151"
""
Objective Timeline
Time,Team,Objective,Details
6:44,Team 200,Fire Dragon,
12:12,Team 100,Earth Dragon,
12:12,Neutral,Dragon Soul Given,
14:13,Neutral,Top Lane Outer Turret,Team 200's building
16:29,Team 100,Monster,
16:41,Neutral,Mid Lane Outer Turret,Team 100's building
17:12,Neutral,Mid Lane Outer Turret,Team 200's building
17:52,Neutral,Top Lane Outer Turret,Team 100's building
18:06,Team 100,Chemtech Dragon,
18:29,Neutral,Bot Lane Outer Turret,Team 200's building
19:35,Neutral,Bot Lane Outer Turret,Team 100's building
21:11,Neutral,Mid Lane Inner Turret,Team 200's building
24:00,Team 100,Chemtech Dragon,
27:10,Neutral,Bot Lane Inner Turret,Team 200's building
27:22,Team 100,Monster,
29:18,Team 100,Chemtech Dragon,
29:19,Neutral,Dragon Soul Given,
32:40,Neutral,Mid Lane Base Turret,Team 200's building
32:43,Neutral,Inhibitor Building (Mid Lane),Team 200's building
32:50,Neutral,Mid Lane Nexus Turret,Team 200's building
32:54,Neutral,Mid Lane Nexus Turret,Team 200's building
