Match ID:,NA1_5318433498
Game Duration:,913
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,038","3,065",-27
3,"4,516","4,933",-417
4,"6,045","6,312",-267
5,"7,776","7,696",+80
6,"9,692","8,962",+730
7,"12,136","10,971","+1,165"
8,"14,399","12,707","+1,692"
9,"16,051","13,871","+2,180"
10,"18,078","15,477","+2,601"
11,"21,348","18,224","+3,124"
12,"25,092","20,060","+5,032"
13,"26,765","22,071","+4,694"
14,"31,175","22,866","+8,309"
15,"34,129","25,073","+9,056"
""
Objective Timeline
Time,Team,Objective,Details
7:33,Team 100,Air Dragon,
11:50,Neutral,Top Lane Outer Turret,Team 200's building
13:24,Neutral,Mid Lane Outer Turret,Team 200's building
13:52,Neutral,Mid Lane Inner Turret,Team 200's building
14:16,Team 100,Fire Dragon,
14:16,Neutral,Dragon Soul Given,
14:57,Neutral,Top Lane Inner Turret,Team 200's building
