Match ID:,NA1_5308057257
Game Duration:,1656
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,058","3,041",+17
3,"4,614","4,657",-43
4,"6,460","6,211",+249
5,"7,986","7,960",+26
6,"10,319","9,427",+892
7,"11,797","11,392",+405
8,"13,887","12,734","+1,153"
9,"15,406","14,250","+1,156"
10,"18,844","16,078","+2,766"
11,"21,137","17,383","+3,754"
12,"22,392","20,134","+2,258"
13,"25,173","21,716","+3,457"
14,"28,004","23,479","+4,525"
15,"30,289","25,143","+5,146"
16,"32,374","27,188","+5,186"
17,"34,001","29,192","+4,809"
18,"35,756","30,667","+5,089"
19,"38,685","33,354","+5,331"
20,"41,210","35,805","+5,405"
21,"43,022","37,240","+5,782"
22,"46,270","39,716","+6,554"
23,"47,324","42,180","+5,144"
24,"49,929","44,925","+5,004"
25,"52,299","46,192","+6,107"
26,"56,182","48,140","+8,042"
27,"59,289","49,836","+9,453"
28,"63,148","50,493","+12,655"
""
Objective Timeline
Time,Team,Objective,Details
11:16,Team 100,Air Dragon,
13:07,Neutral,Top Lane Outer Turret,Team 200's building
14:47,Neutral,Bot Lane Outer Turret,Team 200's building
15:13,Neutral,Mid Lane Outer Turret,Team 200's building
17:05,Team 100,Fire Dragon,
17:06,Neutral,Dragon Soul Given,
18:14,Neutral,Bot Lane Outer Turret,Team 100's building
18:37,Neutral,Top Lane Inner Turret,Team 200's building
18:44,Team 100,Monster,
20:00,Neutral,Top Lane Outer Turret,Team 100's building
21:55,Neutral,Top Lane Inner Turret,Team 100's building
21:59,Neutral,Bot Lane Inner Turret,Team 200's building
22:51,Team 200,Earth Dragon,
23:48,Neutral,Bot Lane Inner Turret,Team 100's building
24:03,Neutral,Mid Lane Inner Turret,Team 200's building
25:28,Team 100,Monster,
26:19,Neutral,Bot Lane Base Turret,Team 200's building
26:19,Neutral,Mid Lane Base Turret,Team 200's building
26:24,Neutral,Inhibitor Building (Mid Lane),Team 200's building
27:25,Neutral,Mid Lane Nexus Turret,Team 200's building
27:30,Neutral,Mid Lane Nexus Turret,Team 200's building
