Match ID:,NA1_5302781006
Game Duration:,1341
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,505",-5
2,"2,942","3,033",-91
3,"4,362","5,013",-651
4,"6,845","6,868",-23
5,"8,315","9,117",-802
6,"9,414","11,004","-1,590"
7,"10,755","13,149","-2,394"
8,"12,258","15,261","-3,003"
9,"13,819","17,018","-3,199"
10,"15,829","19,027","-3,198"
11,"18,329","21,020","-2,691"
12,"19,678","23,575","-3,897"
13,"21,448","26,596","-5,148"
14,"23,416","29,525","-6,109"
15,"25,068","32,166","-7,098"
16,"26,643","33,855","-7,212"
17,"29,415","38,586","-9,171"
18,"30,827","40,752","-9,925"
19,"32,554","43,162","-10,608"
20,"34,366","44,456","-10,090"
21,"35,875","47,753","-11,878"
22,"38,338","51,426","-13,088"
""
Objective Timeline
Time,Team,Objective,Details
6:06,Team 100,Chemtech Dragon,
11:22,Neutral,Top Lane Outer Turret,Team 100's building
11:22,Team 200,Hextech Dragon,
11:23,Neutral,Dragon Soul Given,
12:43,Neutral,Bot Lane Outer Turret,Team 100's building
13:57,Neutral,Mid Lane Outer Turret,Team 100's building
16:51,Team 200,Monster,
16:52,Neutral,Bot Lane Inner Turret,Team 100's building
17:56,Neutral,Mid Lane Inner Turret,Team 100's building
17:58,Team 200,Earth Dragon,
18:21,Neutral,Mid Lane Base Turret,Team 100's building
18:28,Neutral,Inhibitor Building (Mid Lane),Team 100's building
20:56,Neutral,Top Lane Inner Turret,Team 100's building
22:08,Neutral,Mid Lane Nexus Turret,Team 100's building
22:09,Neutral,Mid Lane Nexus Turret,Team 100's building
