Match ID:,NA1_5311514403
Game Duration:,1635
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,026","3,004",+22
3,"4,424","4,581",-157
4,"5,928","6,639",-711
5,"7,354","8,189",-835
6,"9,694","10,282",-588
7,"11,538","12,148",-610
8,"14,068","13,838",+230
9,"15,639","15,359",+280
10,"17,221","17,471",-250
11,"18,875","19,324",-449
12,"20,345","20,829",-484
13,"22,110","22,746",-636
14,"23,476","24,296",-820
15,"24,601","26,714","-2,113"
16,"27,591","27,933",-342
17,"29,571","29,610",-39
18,"31,603","31,703",-100
19,"32,821","34,331","-1,510"
20,"34,839","36,274","-1,435"
21,"36,939","37,760",-821
22,"40,898","39,252","+1,646"
23,"41,790","41,936",-146
24,"43,423","44,340",-917
25,"44,934","45,986","-1,052"
26,"47,001","47,381",-380
27,"48,308","52,372","-4,064"
""
Objective Timeline
Time,Team,Objective,Details
11:50,Team 200,Air Dragon,
16:56,Team 100,Monster,
17:51,Neutral,Bot Lane Outer Turret,Team 200's building
17:55,Neutral,Top Lane Outer Turret,Team 100's building
18:08,Team 100,Water Dragon,
18:08,Neutral,Dragon Soul Given,
18:55,Neutral,Bot Lane Outer Turret,Team 100's building
20:45,Neutral,Top Lane Outer Turret,Team 200's building
23:31,Team 200,Earth Dragon,
23:34,Neutral,Mid Lane Outer Turret,Team 100's building
26:28,Neutral,Mid Lane Inner Turret,Team 100's building
26:37,Neutral,Mid Lane Base Turret,Team 100's building
26:42,Neutral,Inhibitor Building (Mid Lane),Team 100's building
26:54,Neutral,Mid Lane Nexus Turret,Team 100's building
26:58,Neutral,Mid Lane Nexus Turret,Team 100's building
