Match ID:,NA1_5302822750
Game Duration:,2126
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,030","3,068",-38
3,"5,307","4,921",+386
4,"7,182","6,408",+774
5,"9,283","7,900","+1,383"
6,"10,557","9,279","+1,278"
7,"12,451","10,620","+1,831"
8,"14,095","12,320","+1,775"
9,"15,510","14,354","+1,156"
10,"17,386","16,135","+1,251"
11,"19,176","17,638","+1,538"
12,"21,720","19,006","+2,714"
13,"23,745","20,700","+3,045"
14,"26,052","23,118","+2,934"
15,"27,534","24,738","+2,796"
16,"30,207","26,521","+3,686"
17,"32,323","28,841","+3,482"
18,"33,996","31,567","+2,429"
19,"35,115","34,795",+320
20,"36,264","38,182","-1,918"
21,"38,144","39,689","-1,545"
22,"40,395","41,963","-1,568"
23,"42,566","44,528","-1,962"
24,"45,515","45,778",-263
25,"47,824","47,501",+323
26,"50,832","48,786","+2,046"
27,"52,503","51,576",+927
28,"54,163","52,688","+1,475"
29,"56,036","55,181",+855
30,"58,876","58,595",+281
""
Objective Timeline
Time,Team,Objective,Details
10:09,Team 200,Air Dragon,
15:27,Team 100,Monster,
15:30,Team 200,Chemtech Dragon,
15:30,Neutral,Dragon Soul Given,
15:50,Neutral,Top Lane Outer Turret,Team 200's building
16:34,Neutral,Bot Lane Outer Turret,Team 200's building
18:16,Neutral,Mid Lane Outer Turret,Team 100's building
18:27,Neutral,Top Lane Outer Turret,Team 100's building
22:11,Team 200,Hextech Dragon,
22:44,Neutral,Mid Lane Outer Turret,Team 200's building
26:32,Team 200,Monster,
26:48,Neutral,Mid Lane Inner Turret,Team 100's building
27:25,Team 100,Hextech Dragon,
28:52,Neutral,Bot Lane Outer Turret,Team 100's building
29:26,Neutral,Bot Lane Inner Turret,Team 100's building
31:48,Neutral,Top Lane Inner Turret,Team 100's building
32:04,Neutral,Top Lane Base Turret,Team 100's building
33:30,Team 200,Hextech Dragon,
33:30,Neutral,Dragon Soul Given,
34:02,Team 200,Monster,
