Match ID:,NA1_5318857679
Game Duration:,1720
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,311","2,964",+347
3,"4,856","4,712",+144
4,"6,228","7,314","-1,086"
5,"8,102","8,804",-702
6,"9,272","10,571","-1,299"
7,"10,969","13,098","-2,129"
8,"13,023","14,657","-1,634"
9,"16,182","16,182",+0
10,"18,023","18,178",-155
11,"19,630","20,014",-384
12,"21,257","21,935",-678
13,"23,757","23,781",-24
14,"26,530","25,713",+817
15,"28,911","27,235","+1,676"
16,"30,283","28,698","+1,585"
17,"34,117","30,905","+3,212"
18,"35,382","32,857","+2,525"
19,"37,305","35,109","+2,196"
20,"39,102","38,000","+1,102"
21,"41,489","39,343","+2,146"
22,"45,777","40,878","+4,899"
23,"46,714","43,468","+3,246"
24,"49,930","44,883","+5,047"
25,"54,239","46,544","+7,695"
26,"55,284","48,812","+6,472"
27,"56,833","52,981","+3,852"
28,"58,200","54,427","+3,773"
29,"61,276","55,840","+5,436"
""
Objective Timeline
Time,Team,Objective,Details
12:04,Team 100,Earth Dragon,
14:32,Neutral,Bot Lane Outer Turret,Team 200's building
16:16,Team 200,Monster,
16:39,Neutral,Mid Lane Outer Turret,Team 200's building
16:53,Neutral,Bot Lane Inner Turret,Team 200's building
17:16,Team 100,Hextech Dragon,
17:17,Neutral,Dragon Soul Given,
17:23,Neutral,Top Lane Outer Turret,Team 100's building
18:52,Neutral,Top Lane Outer Turret,Team 200's building
19:19,Neutral,Mid Lane Outer Turret,Team 100's building
21:44,Neutral,Mid Lane Inner Turret,Team 200's building
22:32,Team 100,Air Dragon,
24:03,Neutral,Bot Lane Base Turret,Team 200's building
24:12,Neutral,Inhibitor Building (Bot Lane),Team 200's building
24:14,Neutral,Top Lane Inner Turret,Team 200's building
24:40,Neutral,Mid Lane Base Turret,Team 200's building
24:43,Neutral,Top Lane Base Turret,Team 200's building
24:45,Neutral,Inhibitor Building (Mid Lane),Team 200's building
26:15,Neutral,Bot Lane Outer Turret,Team 100's building; 500 gold
27:30,Neutral,Inhibitor Building (Top Lane),Team 200's building
28:01,Team 100,Air Dragon,
28:02,Neutral,Dragon Soul Given,
