Match ID:,NA1_5306638996
Game Duration:,1435
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,133","2,974",+159
3,"4,557","4,431",+126
4,"6,382","5,612",+770
5,"7,696","7,453",+243
6,"10,374","8,819","+1,555"
7,"12,885","10,811","+2,074"
8,"14,585","12,446","+2,139"
9,"16,731","13,663","+3,068"
10,"18,632","16,401","+2,231"
11,"20,622","18,105","+2,517"
12,"22,487","19,231","+3,256"
13,"24,940","20,985","+3,955"
14,"26,179","23,004","+3,175"
15,"27,646","24,348","+3,298"
16,"29,547","25,829","+3,718"
17,"33,349","27,692","+5,657"
18,"34,655","30,793","+3,862"
19,"37,990","32,895","+5,095"
20,"41,303","34,477","+6,826"
21,"43,604","37,135","+6,469"
22,"46,079","38,596","+7,483"
23,"48,229","39,908","+8,321"
24,"51,274","41,859","+9,415"
""
Objective Timeline
Time,Team,Objective,Details
16:19,Neutral,Bot Lane Outer Turret,Team 200's building
16:45,Neutral,Top Lane Outer Turret,Team 200's building
17:25,Neutral,Bot Lane Outer Turret,Team 100's building; 400 gold
18:15,Neutral,Mid Lane Outer Turret,Team 200's building
18:22,Neutral,Top Lane Outer Turret,Team 100's building
18:46,Neutral,Mid Lane Inner Turret,Team 200's building
20:04,Team 100,Chemtech Dragon,
20:05,Neutral,Bot Lane Inner Turret,Team 200's building
21:57,Team 100,Monster,
23:42,Neutral,Bot Lane Base Turret,Team 200's building
