Match ID:,NA1_5307326746
Game Duration:,1995
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,044","3,057",-13
3,"4,510","4,507",+3
4,"6,450","5,833",+617
5,"8,017","7,246",+771
6,"9,816","8,718","+1,098"
7,"11,213","10,315",+898
8,"13,077","12,495",+582
9,"14,871","14,298",+573
10,"16,706","16,149",+557
11,"18,341","18,256",+85
12,"19,653","20,053",-400
13,"21,217","21,604",-387
14,"22,220","25,171","-2,951"
15,"23,942","26,539","-2,597"
16,"25,641","29,109","-3,468"
17,"27,840","31,078","-3,238"
18,"29,464","32,928","-3,464"
19,"32,069","35,574","-3,505"
20,"35,729","36,987","-1,258"
21,"37,589","39,336","-1,747"
22,"39,543","40,271",-728
23,"41,030","41,838",-808
24,"46,331","43,158","+3,173"
25,"47,798","44,696","+3,102"
26,"51,988","46,807","+5,181"
27,"55,099","47,909","+7,190"
28,"58,880","49,349","+9,531"
29,"61,270","50,585","+10,685"
30,"63,845","52,061","+11,784"
""
Objective Timeline
Time,Team,Objective,Details
7:04,Team 200,Air Dragon,
12:29,Team 200,Fire Dragon,
12:30,Neutral,Dragon Soul Given,
15:59,Neutral,Top Lane Outer Turret,Team 100's building
15:59,Team 200,Monster,
16:33,Neutral,Mid Lane Outer Turret,Team 100's building
17:51,Team 200,Chemtech Dragon,
18:32,Neutral,Top Lane Outer Turret,Team 200's building
18:52,Neutral,Bot Lane Outer Turret,Team 100's building
20:46,Neutral,Mid Lane Outer Turret,Team 200's building
23:27,Team 100,Chemtech Dragon,
23:51,Neutral,Mid Lane Inner Turret,Team 200's building
23:54,Neutral,Bot Lane Outer Turret,Team 200's building
26:07,Team 100,Monster,
27:55,Neutral,Top Lane Inner Turret,Team 200's building
28:49,Neutral,Bot Lane Inner Turret,Team 200's building
28:58,Team 100,Chemtech Dragon,
29:18,Neutral,Bot Lane Base Turret,Team 200's building
29:33,Neutral,Inhibitor Building (Bot Lane),Team 200's building
30:07,Neutral,Mid Lane Base Turret,Team 200's building
32:51,Neutral,Inhibitor Building (Mid Lane),Team 200's building
33:01,Neutral,Mid Lane Nexus Turret,Team 200's building
33:05,Neutral,Mid Lane Nexus Turret,Team 200's building
