Match ID:,NA1_5313706105
Game Duration:,2582
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,929","3,054",-125
3,"4,609","4,587",+22
4,"7,125","7,003",+122
5,"8,709","8,196",+513
6,"10,166","10,431",-265
7,"11,977","12,095",-118
8,"13,945","13,747",+198
9,"15,782","15,315",+467
10,"17,579","17,266",+313
11,"19,495","18,737",+758
12,"20,791","20,112",+679
13,"22,428","22,046",+382
14,"23,883","24,265",-382
15,"25,783","26,748",-965
16,"27,560","29,929","-2,369"
17,"29,347","32,709","-3,362"
18,"30,897","36,252","-5,355"
19,"32,296","37,528","-5,232"
20,"35,414","38,788","-3,374"
21,"36,660","40,849","-4,189"
22,"38,334","42,454","-4,120"
23,"44,632","43,466","+1,166"
24,"46,064","45,212",+852
25,"48,360","47,298","+1,062"
26,"49,931","49,853",+78
27,"53,227","52,496",+731
28,"55,559","53,613","+1,946"
29,"56,971","55,291","+1,680"
30,"59,087","56,595","+2,492"
""
Objective Timeline
Time,Team,Objective,Details
11:37,Team 100,Earth Dragon,
14:48,Neutral,Top Lane Outer Turret,Team 200's building
14:58,Neutral,Bot Lane Outer Turret,Team 100's building
15:18,Neutral,Mid Lane Outer Turret,Team 100's building
16:27,Neutral,Bot Lane Inner Turret,Team 100's building
16:57,Team 200,Hextech Dragon,
16:57,Neutral,Dragon Soul Given,
17:16,Team 100,Monster,
17:50,Neutral,Top Lane Outer Turret,Team 100's building
19:39,Neutral,Bot Lane Outer Turret,Team 200's building
22:31,Neutral,Mid Lane Outer Turret,Team 200's building
22:43,Neutral,Mid Lane Inner Turret,Team 200's building
22:54,Team 100,Water Dragon,
24:42,Neutral,Top Lane Inner Turret,Team 200's building
26:23,Team 200,Monster,
28:12,Team 100,Water Dragon,
30:56,Neutral,Bot Lane Base Turret,Team 100's building
33:31,Team 100,Water Dragon,
33:32,Neutral,Dragon Soul Given,
35:17,Team 100,Monster,
37:43,Neutral,Mid Lane Inner Turret,Team 100's building
37:56,Neutral,Mid Lane Base Turret,Team 100's building
38:04,Neutral,Inhibitor Building (Mid Lane),Team 100's building
38:17,Neutral,Bot Lane Inner Turret,Team 200's building
40:08,Neutral,Bot Lane Base Turret,Team 200's building
40:37,Team 100,Elder Dragon,
41:30,Team 100,Monster,
42:12,Neutral,Mid Lane Base Turret,Team 200's building
42:22,Neutral,Inhibitor Building (Mid Lane),Team 200's building
42:29,Neutral,Top Lane Base Turret,Team 200's building
42:31,Neutral,Inhibitor Building (Top Lane),Team 200's building
42:47,Neutral,Mid Lane Nexus Turret,Team 200's building
42:52,Neutral,Mid Lane Nexus Turret,Team 200's building
