Match ID:,NA1_5319349396
Game Duration:,1740
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,525","2,500",+25
2,"3,034","2,990",+44
3,"4,515","4,432",+83
4,"5,941","5,990",-49
5,"7,965","8,370",-405
6,"10,326","10,781",-455
7,"12,346","11,831",+515
8,"14,087","13,900",+187
9,"15,479","15,968",-489
10,"17,226","17,515",-289
11,"18,409","20,389","-1,980"
12,"20,938","21,585",-647
13,"24,285","24,323",-38
14,"26,628","27,399",-771
15,"27,805","29,668","-1,863"
16,"31,000","31,062",-62
17,"33,608","34,054",-446
18,"36,819","37,279",-460
19,"38,335","39,256",-921
20,"40,496","41,631","-1,135"
21,"42,613","44,091","-1,478"
22,"47,688","45,274","+2,414"
23,"49,365","46,731","+2,634"
24,"51,084","48,288","+2,796"
25,"52,163","50,430","+1,733"
26,"55,852","54,166","+1,686"
27,"57,606","56,061","+1,545"
28,"58,627","58,291",+336
29,"59,714","63,010","-3,296"
""
Objective Timeline
Time,Team,Objective,Details
6:44,Team 200,Air Dragon,
13:47,Team 200,Hextech Dragon,
13:47,Neutral,Dragon Soul Given,
14:16,Neutral,Bot Lane Outer Turret,Team 100's building
16:25,Team 200,Monster,
16:49,Neutral,Mid Lane Outer Turret,Team 100's building
16:50,Neutral,Bot Lane Outer Turret,Team 200's building
17:01,Neutral,Mid Lane Inner Turret,Team 100's building
17:25,Neutral,Top Lane Outer Turret,Team 100's building
19:08,Team 200,Earth Dragon,
19:11,Neutral,Mid Lane Outer Turret,Team 200's building
20:50,Neutral,Top Lane Outer Turret,Team 200's building
21:59,Neutral,Top Lane Inner Turret,Team 200's building
24:10,Neutral,Top Lane Inner Turret,Team 100's building
24:18,Team 100,Earth Dragon,
25:26,Neutral,Bot Lane Inner Turret,Team 100's building
25:40,Team 100,Monster,
28:39,Neutral,Mid Lane Base Turret,Team 100's building
28:46,Neutral,Inhibitor Building (Mid Lane),Team 100's building
28:53,Neutral,Mid Lane Nexus Turret,Team 100's building
28:53,Neutral,Mid Lane Nexus Turret,Team 100's building
