Match ID:,NA1_5312909119
Game Duration:,914
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,959","2,947",+12
3,"4,444","4,444",+0
4,"7,175","6,625",+550
5,"8,865","7,974",+891
6,"11,148","9,334","+1,814"
7,"12,960","10,751","+2,209"
8,"14,401","12,794","+1,607"
9,"17,747","14,386","+3,361"
10,"19,500","16,064","+3,436"
11,"22,575","17,158","+5,417"
12,"25,599","19,341","+6,258"
13,"28,163","20,815","+7,348"
14,"30,962","22,013","+8,949"
15,"33,296","23,147","+10,149"
""
Objective Timeline
Time,Team,Objective,Details
6:09,Team 200,Water Dragon,
12:55,Team 100,Air Dragon,
12:56,Neutral,Dragon Soul Given,
12:58,Neutral,Top Lane Outer Turret,Team 200's building
15:06,Neutral,Mid Lane Outer Turret,Team 200's building
