Match ID:,NA1_5318930959
Game Duration:,2086
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,505",-5
2,"3,017","3,413",-396
3,"4,552","4,710",-158
4,"6,239","7,490","-1,251"
5,"8,542","8,717",-175
6,"9,936","10,312",-376
7,"11,655","12,474",-819
8,"13,388","14,196",-808
9,"14,790","15,874","-1,084"
10,"17,427","17,189",+238
11,"19,463","19,318",+145
12,"21,042","20,765",+277
13,"23,480","22,382","+1,098"
14,"25,737","24,167","+1,570"
15,"27,974","25,335","+2,639"
16,"30,540","26,838","+3,702"
17,"32,198","30,976","+1,222"
18,"33,601","33,023",+578
19,"34,438","38,105","-3,667"
20,"36,556","40,396","-3,840"
21,"38,012","43,775","-5,763"
22,"39,216","45,115","-5,899"
23,"41,207","49,404","-8,197"
24,"42,688","51,528","-8,840"
25,"45,690","54,588","-8,898"
26,"51,235","56,447","-5,212"
27,"53,952","57,348","-3,396"
28,"57,475","59,715","-2,240"
29,"61,000","60,735",+265
30,"63,545","63,604",-59
""
Objective Timeline
Time,Team,Objective,Details
9:31,Team 100,Water Dragon,
15:12,Neutral,Mid Lane Outer Turret,Team 200's building
15:31,Team 100,Chemtech Dragon,
15:31,Neutral,Dragon Soul Given,
16:54,Neutral,Bot Lane Outer Turret,Team 100's building; 150 gold
16:58,Team 100,Monster,
17:11,Neutral,Mid Lane Outer Turret,Team 100's building
18:46,Neutral,Bot Lane Inner Turret,Team 100's building
18:53,Neutral,Top Lane Outer Turret,Team 100's building
20:00,Neutral,Bot Lane Outer Turret,Team 200's building
20:25,Neutral,Mid Lane Inner Turret,Team 100's building
20:54,Team 200,Air Dragon,
22:34,Neutral,Top Lane Inner Turret,Team 100's building
22:46,Neutral,Mid Lane Base Turret,Team 100's building
24:15,Neutral,Top Lane Outer Turret,Team 200's building
24:31,Neutral,Bot Lane Base Turret,Team 100's building
24:35,Neutral,Inhibitor Building (Mid Lane),Team 100's building
24:38,Neutral,Inhibitor Building (Bot Lane),Team 100's building
24:54,Neutral,Mid Lane Nexus Turret,Team 100's building
25:07,Neutral,Mid Lane Nexus Turret,Team 100's building
27:57,Neutral,Top Lane Base Turret,Team 100's building
28:36,Team 100,Monster,
28:45,Team 200,Air Dragon,
29:45,Neutral,Top Lane Inner Turret,Team 200's building
32:11,Neutral,Inhibitor Building (Mid Lane),Team 100's building
32:25,Neutral,Mid Lane Nexus Turret,Team 100's building
32:26,Neutral,Mid Lane Nexus Turret,Team 100's building
34:18,Team 100,Air Dragon,
