Match ID:,NA1_5314792726
Game Duration:,1408
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,022","2,950",+72
3,"4,437","4,489",-52
4,"6,346","6,619",-273
5,"8,433","7,800",+633
6,"10,092","9,086","+1,006"
7,"11,773","11,167",+606
8,"13,836","12,977",+859
9,"15,676","14,424","+1,252"
10,"19,123","15,737","+3,386"
11,"21,060","17,311","+3,749"
12,"23,466","19,645","+3,821"
13,"25,117","21,988","+3,129"
14,"27,864","23,669","+4,195"
15,"30,021","24,823","+5,198"
16,"32,709","26,858","+5,851"
17,"35,259","28,583","+6,676"
18,"36,546","30,627","+5,919"
19,"38,834","32,384","+6,450"
20,"41,457","33,823","+7,634"
21,"43,616","36,058","+7,558"
22,"48,553","36,898","+11,655"
23,"50,123","38,758","+11,365"
""
Objective Timeline
Time,Team,Objective,Details
13:26,Neutral,Bot Lane Outer Turret,Team 200's building
13:30,Team 100,Fire Dragon,
15:05,Neutral,Top Lane Outer Turret,Team 200's building
15:23,Team 100,Monster,
16:13,Neutral,Mid Lane Outer Turret,Team 200's building
16:41,Neutral,Bot Lane Inner Turret,Team 200's building
20:12,Neutral,Top Lane Inner Turret,Team 200's building
21:17,Team 100,Water Dragon,
21:17,Neutral,Dragon Soul Given,
21:38,Neutral,Bot Lane Base Turret,Team 200's building
21:40,Neutral,Mid Lane Inner Turret,Team 200's building
21:44,Neutral,Inhibitor Building (Bot Lane),Team 200's building
21:59,Neutral,Mid Lane Base Turret,Team 200's building
22:03,Neutral,Inhibitor Building (Mid Lane),Team 200's building
