Match ID:,NA1_5316178356
Game Duration:,1972
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,980","3,041",-61
3,"4,852","5,045",-193
4,"7,275","6,722",+553
5,"8,547","9,398",-851
6,"10,482","10,496",-14
7,"12,049","12,598",-549
8,"13,997","14,389",-392
9,"16,474","15,864",+610
10,"18,748","17,688","+1,060"
11,"21,254","19,322","+1,932"
12,"22,840","21,703","+1,137"
13,"25,100","23,706","+1,394"
14,"27,713","25,939","+1,774"
15,"30,023","28,803","+1,220"
16,"31,984","30,587","+1,397"
17,"34,398","33,098","+1,300"
18,"35,453","35,024",+429
19,"38,948","36,056","+2,892"
20,"40,158","38,072","+2,086"
21,"42,381","39,875","+2,506"
22,"44,442","41,919","+2,523"
23,"47,260","45,534","+1,726"
24,"50,113","47,431","+2,682"
25,"52,729","51,244","+1,485"
26,"54,204","53,757",+447
27,"56,033","55,450",+583
28,"57,293","57,408",-115
29,"60,711","59,838",+873
30,"62,490","61,191","+1,299"
""
Objective Timeline
Time,Team,Objective,Details
5:57,Team 200,Earth Dragon,
10:53,Neutral,Mid Lane Outer Turret,Team 200's building
11:52,Neutral,Top Lane Outer Turret,Team 100's building
12:34,Team 200,Fire Dragon,
12:35,Neutral,Dragon Soul Given,
16:36,Neutral,Top Lane Outer Turret,Team 200's building
16:44,Team 100,Monster,
16:48,Neutral,Bot Lane Outer Turret,Team 100's building
18:18,Team 100,Water Dragon,
18:43,Neutral,Bot Lane Outer Turret,Team 200's building
22:39,Neutral,Bot Lane Inner Turret,Team 100's building
22:47,Neutral,Mid Lane Inner Turret,Team 200's building
23:28,Team 200,Water Dragon,
23:54,Neutral,Top Lane Inner Turret,Team 200's building
24:45,Neutral,Top Lane Inner Turret,Team 100's building
25:31,Team 200,Monster,
27:34,Neutral,Bot Lane Base Turret,Team 100's building
29:02,Team 100,Water Dragon,
30:50,Neutral,Mid Lane Outer Turret,Team 100's building
30:58,Neutral,Mid Lane Inner Turret,Team 100's building
31:03,Neutral,Inhibitor Building (Bot Lane),Team 100's building
31:05,Neutral,Mid Lane Base Turret,Team 100's building
31:07,Neutral,Inhibitor Building (Mid Lane),Team 100's building
32:45,Neutral,Mid Lane Nexus Turret,Team 100's building
32:46,Neutral,Mid Lane Nexus Turret,Team 100's building
