Match ID:,NA1_5309834639
Game Duration:,1609
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,508","4,100",-592
3,"4,965","6,279","-1,314"
4,"6,843","8,125","-1,282"
5,"8,242","9,977","-1,735"
6,"9,457","12,183","-2,726"
7,"11,565","13,730","-2,165"
8,"13,170","15,263","-2,093"
9,"15,410","16,853","-1,443"
10,"18,309","18,485",-176
11,"20,176","20,559",-383
12,"22,915","21,597","+1,318"
13,"24,726","23,075","+1,651"
14,"27,778","25,477","+2,301"
15,"29,350","29,689",-339
16,"30,903","31,816",-913
17,"33,344","34,745","-1,401"
18,"35,502","37,096","-1,594"
19,"36,982","39,976","-2,994"
20,"38,076","42,993","-4,917"
21,"40,179","44,970","-4,791"
22,"43,279","48,027","-4,748"
23,"44,849","49,560","-4,711"
24,"46,908","50,817","-3,909"
25,"50,315","53,341","-3,026"
26,"51,810","56,161","-4,351"
27,"52,652","59,471","-6,819"
""
Objective Timeline
Time,Team,Objective,Details
6:23,Team 200,Earth Dragon,
12:18,Team 100,Hextech Dragon,
12:19,Neutral,Dragon Soul Given,
14:06,Neutral,Mid Lane Outer Turret,Team 200's building
15:00,Neutral,Bot Lane Outer Turret,Team 100's building
16:26,Neutral,Mid Lane Outer Turret,Team 100's building
16:33,Neutral,Bot Lane Outer Turret,Team 200's building
16:38,Neutral,Top Lane Outer Turret,Team 200's building
16:51,Neutral,Mid Lane Inner Turret,Team 100's building
18:16,Team 200,Water Dragon,
18:53,Neutral,Top Lane Outer Turret,Team 100's building
20:06,Neutral,Top Lane Inner Turret,Team 100's building
20:32,Team 200,Monster,
23:39,Team 200,Water Dragon,
24:24,Neutral,Bot Lane Inner Turret,Team 100's building
26:16,Neutral,Top Lane Base Turret,Team 100's building
26:20,Neutral,Inhibitor Building (Top Lane),Team 100's building
26:27,Neutral,Mid Lane Nexus Turret,Team 100's building
26:32,Neutral,Mid Lane Nexus Turret,Team 100's building
