Match ID:,NA1_5316148625
Game Duration:,921
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,925","3,071",-146
3,"4,259","4,677",-418
4,"5,560","6,574","-1,014"
5,"7,124","8,709","-1,585"
6,"8,798","9,864","-1,066"
7,"10,226","11,557","-1,331"
8,"11,667","13,132","-1,465"
9,"14,653","14,391",+262
10,"16,567","15,995",+572
11,"19,362","18,189","+1,173"
12,"22,289","19,377","+2,912"
13,"24,353","21,172","+3,181"
14,"28,842","22,201","+6,641"
15,"31,321","23,605","+7,716"
""
Objective Timeline
Time,Team,Objective,Details
11:08,Team 100,Earth Dragon,
13:40,Neutral,Mid Lane Outer Turret,Team 200's building
13:53,Neutral,Bot Lane Outer Turret,Team 200's building
15:15,Neutral,Top Lane Outer Turret,Team 200's building
