Match ID:,NA1_5301356596
Game Duration:,1459
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,505","2,500",+5
2,"3,103","3,037",+66
3,"4,995","4,663",+332
4,"6,513","6,447",+66
5,"7,965","8,500",-535
6,"9,907","10,088",-181
7,"11,549","11,498",+51
8,"13,226","13,584",-358
9,"15,193","14,918",+275
10,"16,865","16,999",-134
11,"19,318","18,736",+582
12,"21,349","19,917","+1,432"
13,"23,681","22,891",+790
14,"27,582","24,273","+3,309"
15,"30,195","26,016","+4,179"
16,"33,228","27,689","+5,539"
17,"34,910","29,106","+5,804"
18,"37,043","30,873","+6,170"
19,"39,997","32,898","+7,099"
20,"42,791","36,234","+6,557"
21,"44,148","38,485","+5,663"
22,"47,928","41,618","+6,310"
23,"49,693","43,134","+6,559"
24,"53,612","44,941","+8,671"
""
Objective Timeline
Time,Team,Objective,Details
11:33,Team 100,Fire Dragon,
13:58,Neutral,Bot Lane Outer Turret,Team 200's building
14:17,Neutral,Top Lane Outer Turret,Team 100's building
14:23,Neutral,Bot Lane Inner Turret,Team 200's building
15:43,Neutral,Mid Lane Outer Turret,Team 200's building
16:15,Team 100,Monster,
17:58,Neutral,Top Lane Outer Turret,Team 200's building
18:02,Team 200,Water Dragon,1000 gold
18:02,Neutral,Dragon Soul Given,
18:46,Neutral,Mid Lane Inner Turret,Team 200's building
21:03,Neutral,Top Lane Inner Turret,Team 100's building; 800 gold
21:41,Neutral,Mid Lane Base Turret,Team 200's building
23:23,Team 100,Hextech Dragon,
23:47,Neutral,Inhibitor Building (Mid Lane),Team 200's building
23:47,Neutral,Bot Lane Base Turret,Team 200's building
23:54,Neutral,Inhibitor Building (Bot Lane),Team 200's building
24:03,Neutral,Mid Lane Nexus Turret,Team 200's building
24:08,Neutral,Mid Lane Nexus Turret,Team 200's building
