Match ID:,NA1_5313407410
Game Duration:,1295
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,949","2,968",-19
3,"4,437","4,718",-281
4,"6,495","6,069",+426
5,"7,630","8,260",-630
6,"9,174","9,527",-353
7,"10,687","12,066","-1,379"
8,"12,808","13,800",-992
9,"15,797","15,541",+256
10,"19,134","17,496","+1,638"
11,"20,898","19,109","+1,789"
12,"22,676","21,340","+1,336"
13,"24,414","26,571","-2,157"
14,"26,216","28,798","-2,582"
15,"28,434","32,038","-3,604"
16,"30,520","35,367","-4,847"
17,"31,907","37,939","-6,032"
18,"33,119","39,576","-6,457"
19,"34,289","44,441","-10,152"
20,"36,094","46,149","-10,055"
21,"37,282","48,840","-11,558"
22,"37,660","51,562","-13,902"
""
Objective Timeline
Time,Team,Objective,Details
6:22,Team 100,Fire Dragon,
11:55,Neutral,Top Lane Outer Turret,Team 100's building
12:07,Team 100,Air Dragon,
12:07,Neutral,Dragon Soul Given,
12:28,Neutral,Bot Lane Outer Turret,Team 200's building
14:14,Neutral,Top Lane Outer Turret,Team 200's building
14:32,Neutral,Mid Lane Outer Turret,Team 100's building
16:00,Neutral,Bot Lane Outer Turret,Team 100's building
16:34,Team 200,Monster,
17:35,Team 200,Chemtech Dragon,
18:18,Neutral,Mid Lane Inner Turret,Team 100's building
18:28,Neutral,Bot Lane Inner Turret,Team 100's building
18:44,Neutral,Bot Lane Base Turret,Team 100's building
21:13,Neutral,Mid Lane Base Turret,Team 100's building
21:17,Neutral,Inhibitor Building (Mid Lane),Team 100's building
21:28,Neutral,Mid Lane Nexus Turret,Team 100's building
21:29,Neutral,Mid Lane Nexus Turret,Team 100's building
