Match ID:,NA1_5306763539
Game Duration:,1599
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,997","2,894",+103
3,"4,784","4,405",+379
4,"6,885","5,704","+1,181"
5,"9,027","6,976","+2,051"
6,"10,408","8,689","+1,719"
7,"12,192","10,194","+1,998"
8,"14,095","12,022","+2,073"
9,"15,934","13,400","+2,534"
10,"17,951","14,826","+3,125"
11,"20,877","17,079","+3,798"
12,"22,723","19,229","+3,494"
13,"25,349","20,669","+4,680"
14,"27,272","24,566","+2,706"
15,"29,107","26,053","+3,054"
16,"31,676","27,820","+3,856"
17,"33,528","29,546","+3,982"
18,"36,811","31,407","+5,404"
19,"38,388","34,007","+4,381"
20,"42,413","36,271","+6,142"
21,"45,679","37,636","+8,043"
22,"47,860","38,910","+8,950"
23,"51,586","41,942","+9,644"
24,"55,260","43,437","+11,823"
25,"57,449","48,685","+8,764"
26,"60,848","50,261","+10,587"
27,"63,821","51,663","+12,158"
""
Objective Timeline
Time,Team,Objective,Details
9:33,Team 100,Hextech Dragon,
12:24,Neutral,Mid Lane Outer Turret,Team 200's building
14:25,Neutral,Bot Lane Outer Turret,Team 200's building
15:56,Team 100,Chemtech Dragon,
15:56,Neutral,Dragon Soul Given,
17:56,Neutral,Top Lane Outer Turret,Team 200's building
18:48,Team 100,Monster,
18:52,Neutral,Bot Lane Outer Turret,Team 100's building; 500 gold
19:12,Neutral,Mid Lane Inner Turret,Team 200's building
19:32,Neutral,Top Lane Inner Turret,Team 200's building
21:02,Neutral,Bot Lane Inner Turret,Team 200's building
21:45,Team 100,Fire Dragon,
22:49,Neutral,Bot Lane Inner Turret,Team 100's building; 800 gold
23:11,Neutral,Top Lane Base Turret,Team 200's building
23:39,Neutral,Inhibitor Building (Top Lane),Team 200's building
23:46,Neutral,Mid Lane Base Turret,Team 200's building
23:56,Neutral,Mid Lane Nexus Turret,Team 200's building
24:12,Neutral,Inhibitor Building (Mid Lane),Team 200's building
25:42,Team 100,Monster,
26:25,Neutral,Mid Lane Nexus Turret,Team 200's building
