Match ID:,NA1_5305310414
Game Duration:,1615
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,007","3,018",-11
3,"4,496","4,833",-337
4,"6,359","6,687",-328
5,"8,078","8,187",-109
6,"9,841","9,615",+226
7,"11,419","11,624",-205
8,"13,148","13,247",-99
9,"14,469","14,792",-323
10,"16,445","16,400",+45
11,"19,424","18,609",+815
12,"21,088","20,012","+1,076"
13,"23,966","21,090","+2,876"
14,"26,780","22,423","+4,357"
15,"29,019","24,294","+4,725"
16,"31,380","25,984","+5,396"
17,"33,587","27,819","+5,768"
18,"35,479","30,842","+4,637"
19,"39,326","33,079","+6,247"
20,"42,464","35,475","+6,989"
21,"44,139","37,271","+6,868"
22,"47,369","39,302","+8,067"
23,"50,640","40,595","+10,045"
24,"55,566","42,372","+13,194"
25,"58,084","44,391","+13,693"
26,"61,116","46,398","+14,718"
27,"64,750","48,852","+15,898"
""
Objective Timeline
Time,Team,Objective,Details
6:07,Team 200,Hextech Dragon,
14:09,Team 100,Fire Dragon,
14:10,Neutral,Dragon Soul Given,
14:26,Neutral,Bot Lane Outer Turret,Team 200's building
16:35,Neutral,Top Lane Outer Turret,Team 200's building
17:15,Team 100,Monster,
19:02,Neutral,Bot Lane Inner Turret,Team 200's building
19:07,Neutral,Mid Lane Outer Turret,Team 200's building
20:07,Team 100,Earth Dragon,
20:35,Neutral,Mid Lane Outer Turret,Team 100's building
23:15,Neutral,Mid Lane Inner Turret,Team 200's building
23:27,Neutral,Top Lane Inner Turret,Team 200's building
23:44,Neutral,Top Lane Base Turret,Team 200's building
24:01,Neutral,Inhibitor Building (Top Lane),Team 200's building
25:18,Team 100,Earth Dragon,
25:33,Team 100,Monster,
26:03,Neutral,Bot Lane Outer Turret,Team 100's building; 500 gold
26:17,Neutral,Mid Lane Base Turret,Team 200's building
26:29,Neutral,Inhibitor Building (Mid Lane),Team 200's building
26:37,Neutral,Mid Lane Nexus Turret,Team 200's building
26:44,Neutral,Mid Lane Nexus Turret,Team 200's building
