Match ID:,NA1_5315155517
Game Duration:,2153
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,905","2,500",+405
2,"3,431","2,969",+462
3,"4,963","4,549",+414
4,"6,551","6,151",+400
5,"8,223","7,754",+469
6,"9,645","9,007",+638
7,"11,631","11,759",-128
8,"13,666","12,975",+691
9,"15,208","14,660",+548
10,"17,234","16,948",+286
11,"18,652","19,448",-796
12,"21,965","21,014",+951
13,"24,141","22,896","+1,245"
14,"27,100","23,898","+3,202"
15,"28,861","25,500","+3,361"
16,"32,571","28,721","+3,850"
17,"34,746","30,747","+3,999"
18,"36,390","33,363","+3,027"
19,"38,615","34,615","+4,000"
20,"41,031","36,102","+4,929"
21,"42,416","40,006","+2,410"
22,"44,106","42,279","+1,827"
23,"45,612","43,923","+1,689"
24,"47,907","45,277","+2,630"
25,"49,677","47,631","+2,046"
26,"50,959","50,559",+400
27,"52,593","53,787","-1,194"
28,"56,557","55,865",+692
29,"58,826","57,501","+1,325"
30,"62,038","59,991","+2,047"
""
Objective Timeline
Time,Team,Objective,Details
10:59,Team 100,Water Dragon,
14:05,Neutral,Bot Lane Outer Turret,Team 200's building
16:15,Neutral,Mid Lane Outer Turret,Team 100's building
16:22,Neutral,Top Lane Outer Turret,Team 200's building
17:01,Team 100,Hextech Dragon,
17:01,Neutral,Dragon Soul Given,
17:13,Neutral,Top Lane Outer Turret,Team 100's building
17:56,Neutral,Bot Lane Outer Turret,Team 100's building
18:00,Team 100,Monster,
18:32,Neutral,Top Lane Inner Turret,Team 200's building
19:35,Neutral,Mid Lane Outer Turret,Team 200's building
22:35,Team 200,Air Dragon,
23:32,Neutral,Mid Lane Inner Turret,Team 200's building
24:54,Neutral,Bot Lane Inner Turret,Team 100's building
26:01,Team 200,Monster,
27:42,Neutral,Mid Lane Inner Turret,Team 100's building
28:05,Team 100,Air Dragon,
32:41,Team 100,Monster,
32:49,Neutral,Mid Lane Base Turret,Team 100's building
33:56,Team 100,Air Dragon,
33:56,Neutral,Dragon Soul Given,
34:23,Neutral,Bot Lane Inner Turret,Team 200's building
35:15,Neutral,Mid Lane Base Turret,Team 200's building
35:20,Neutral,Inhibitor Building (Mid Lane),Team 200's building
35:28,Neutral,Mid Lane Nexus Turret,Team 200's building
35:35,Neutral,Mid Lane Nexus Turret,Team 200's building
