Match ID:,NA1_5306665382
Game Duration:,2033
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,942","3,774",-832
3,"4,677","5,704","-1,027"
4,"6,672","7,195",-523
5,"8,972","9,032",-60
6,"10,117","10,144",-27
7,"12,016","12,182",-166
8,"13,672","13,557",+115
9,"15,992","15,796",+196
10,"17,137","17,511",-374
11,"18,805","19,579",-774
12,"20,551","21,505",-954
13,"22,125","23,130","-1,005"
14,"24,339","25,135",-796
15,"26,206","26,831",-625
16,"28,910","28,456",+454
17,"31,651","30,199","+1,452"
18,"34,136","32,843","+1,293"
19,"35,722","34,547","+1,175"
20,"39,400","35,819","+3,581"
21,"41,321","38,129","+3,192"
22,"43,189","40,285","+2,904"
23,"45,239","41,600","+3,639"
24,"47,140","44,372","+2,768"
25,"48,780","46,264","+2,516"
26,"51,371","49,039","+2,332"
27,"53,736","50,802","+2,934"
28,"57,333","51,970","+5,363"
29,"61,356","55,260","+6,096"
30,"62,537","59,562","+2,975"
""
Objective Timeline
Time,Team,Objective,Details
10:45,Team 100,Hextech Dragon,
14:37,Neutral,Bot Lane Outer Turret,Team 100's building
15:25,Team 100,Monster,
16:01,Neutral,Top Lane Outer Turret,Team 200's building
16:14,Neutral,Top Lane Inner Turret,Team 200's building
17:11,Team 200,Fire Dragon,
17:11,Neutral,Dragon Soul Given,
19:45,Neutral,Mid Lane Outer Turret,Team 200's building
20:49,Neutral,Top Lane Outer Turret,Team 100's building
20:57,Neutral,Bot Lane Outer Turret,Team 200's building
22:15,Neutral,Mid Lane Inner Turret,Team 200's building
22:25,Team 200,Air Dragon,
22:31,Neutral,Mid Lane Base Turret,Team 200's building
25:50,Team 100,Monster,
27:51,Team 100,Air Dragon,
28:03,Neutral,Top Lane Base Turret,Team 200's building
28:12,Neutral,Inhibitor Building (Top Lane),Team 200's building
28:18,Neutral,Inhibitor Building (Mid Lane),Team 200's building
28:24,Neutral,Bot Lane Inner Turret,Team 200's building
28:32,Neutral,Bot Lane Base Turret,Team 200's building
29:40,Neutral,Mid Lane Outer Turret,Team 100's building
32:10,Team 200,Monster,
32:59,Team 100,Air Dragon,
33:14,Neutral,Mid Lane Inner Turret,Team 100's building
33:22,Neutral,Mid Lane Base Turret,Team 100's building
33:24,Neutral,Inhibitor Building (Mid Lane),Team 100's building
33:37,Neutral,Mid Lane Nexus Turret,Team 100's building
33:38,Neutral,Mid Lane Nexus Turret,Team 100's building
