Match ID:,NA1_5316437121
Game Duration:,1234
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,945","2,500",+445
2,"3,493","3,036",+457
3,"5,309","4,587",+722
4,"7,731","6,595","+1,136"
5,"9,386","8,199","+1,187"
6,"11,153","9,976","+1,177"
7,"12,584","12,078",+506
8,"14,148","13,656",+492
9,"16,020","15,110",+910
10,"17,414","17,082",+332
11,"18,959","19,154",-195
12,"20,699","20,506",+193
13,"22,337","23,102",-765
14,"24,777","25,194",-417
15,"27,908","26,190","+1,718"
16,"29,524","27,697","+1,827"
17,"31,334","30,270","+1,064"
18,"35,948","31,165","+4,783"
19,"38,468","32,800","+5,668"
20,"41,127","34,078","+7,049"
21,"44,003","34,496","+9,507"
""
Objective Timeline
Time,Team,Objective,Details
6:30,Team 200,Water Dragon,
11:54,Team 100,Fire Dragon,
11:55,Neutral,Dragon Soul Given,
13:20,Neutral,Top Lane Outer Turret,Team 200's building
14:49,Neutral,Bot Lane Outer Turret,Team 200's building
15:49,Team 200,Monster,
17:30,Team 100,Air Dragon,
17:48,Neutral,Bot Lane Inner Turret,Team 200's building
18:04,Neutral,Mid Lane Outer Turret,Team 200's building
19:16,Neutral,Mid Lane Inner Turret,Team 200's building
