Match ID:,NA1_5304420875
Game Duration:,1278
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,005","3,133",-128
3,"4,373","4,751",-378
4,"6,095","6,249",-154
5,"7,520","7,978",-458
6,"9,280","9,552",-272
7,"10,785","10,692",+93
8,"12,683","12,638",+45
9,"14,207","14,453",-246
10,"16,450","15,946",+504
11,"18,322","17,507",+815
12,"20,304","19,787",+517
13,"22,783","21,667","+1,116"
14,"24,425","24,164",+261
15,"25,592","27,090","-1,498"
16,"27,417","28,984","-1,567"
17,"30,415","30,534",-119
18,"32,232","31,887",+345
19,"33,947","34,162",-215
20,"35,980","36,450",-470
21,"37,255","37,787",-532
""
Objective Timeline
Time,Team,Objective,Details
10:00,Team 200,Hextech Dragon,
12:01,Neutral,Bot Lane Outer Turret,Team 100's building
14:06,Neutral,Mid Lane Outer Turret,Team 100's building
15:45,Team 200,Water Dragon,
15:45,Neutral,Dragon Soul Given,
16:23,Team 200,Monster,
17:29,Neutral,Top Lane Outer Turret,Team 200's building
18:55,Neutral,Top Lane Outer Turret,Team 100's building
19:06,Neutral,Top Lane Inner Turret,Team 100's building
19:20,Neutral,Bot Lane Outer Turret,Team 200's building
