Match ID:,NA1_5305495790
Game Duration:,1679
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,845","2,947",-102
3,"4,503","4,484",+19
4,"6,495","5,889",+606
5,"7,797","7,939",-142
6,"9,795","9,835",-40
7,"12,073","11,840",+233
8,"13,488","13,449",+39
9,"15,842","15,784",+58
10,"17,405","17,443",-38
11,"18,911","19,275",-364
12,"20,846","22,485","-1,639"
13,"23,644","25,473","-1,829"
14,"25,577","27,157","-1,580"
15,"27,454","29,093","-1,639"
16,"30,236","32,402","-2,166"
17,"31,705","34,272","-2,567"
18,"34,051","37,469","-3,418"
19,"37,636","41,850","-4,214"
20,"38,922","44,414","-5,492"
21,"40,722","46,007","-5,285"
22,"43,050","48,148","-5,098"
23,"46,755","50,393","-3,638"
24,"49,348","52,085","-2,737"
25,"51,804","53,952","-2,148"
26,"53,700","56,730","-3,030"
27,"55,348","59,378","-4,030"
28,"57,303","64,013","-6,710"
""
Objective Timeline
Time,Team,Objective,Details
7:32,Team 200,Air Dragon,
12:01,Neutral,Bot Lane Outer Turret,Team 100's building
13:54,Team 200,Earth Dragon,
13:55,Neutral,Dragon Soul Given,
14:32,Neutral,Mid Lane Outer Turret,Team 200's building
15:25,Neutral,Mid Lane Outer Turret,Team 100's building
15:31,Team 200,Monster,
15:32,Neutral,Bot Lane Outer Turret,Team 200's building
18:01,Neutral,Top Lane Outer Turret,Team 200's building
18:13,Neutral,Mid Lane Inner Turret,Team 100's building
18:20,Neutral,Mid Lane Base Turret,Team 100's building
18:34,Neutral,Top Lane Outer Turret,Team 100's building
18:53,Neutral,Top Lane Inner Turret,Team 100's building
19:27,Team 100,Chemtech Dragon,
21:54,Neutral,Inhibitor Building (Mid Lane),Team 100's building
22:34,Neutral,Bot Lane Inner Turret,Team 100's building
24:38,Team 200,Chemtech Dragon,
26:34,Team 200,Monster,
27:34,Neutral,Bot Lane Inner Turret,Team 200's building
27:37,Neutral,Inhibitor Building (Mid Lane),Team 100's building
27:39,Neutral,Top Lane Base Turret,Team 100's building
27:42,Neutral,Inhibitor Building (Top Lane),Team 100's building
27:45,Neutral,Mid Lane Nexus Turret,Team 100's building
27:47,Neutral,Mid Lane Nexus Turret,Team 100's building
