Match ID:,NA1_5308788291
Game Duration:,1520
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,028","3,095",-67
3,"4,515","4,585",-70
4,"6,347","6,701",-354
5,"7,663","8,271",-608
6,"9,071","9,812",-741
7,"10,327","11,094",-767
8,"12,121","12,760",-639
9,"14,277","14,245",+32
10,"15,705","16,512",-807
11,"17,157","18,370","-1,213"
12,"18,744","19,955","-1,211"
13,"20,553","22,304","-1,751"
14,"23,393","24,537","-1,144"
15,"24,696","26,148","-1,452"
16,"27,098","27,568",-470
17,"29,001","30,292","-1,291"
18,"30,789","32,566","-1,777"
19,"34,276","35,607","-1,331"
20,"35,465","37,164","-1,699"
21,"38,636","38,089",+547
22,"41,365","39,501","+1,864"
23,"44,832","41,315","+3,517"
24,"46,040","43,119","+2,921"
25,"50,373","47,301","+3,072"
""
Objective Timeline
Time,Team,Objective,Details
10:46,Team 100,Chemtech Dragon,
15:41,Neutral,Top Lane Outer Turret,Team 200's building
16:24,Team 200,Monster,
16:43,Neutral,Top Lane Outer Turret,Team 100's building
16:50,Team 100,Fire Dragon,
16:51,Neutral,Dragon Soul Given,
17:02,Neutral,Top Lane Inner Turret,Team 100's building
18:37,Neutral,Mid Lane Outer Turret,Team 200's building
18:48,Neutral,Mid Lane Inner Turret,Team 200's building
18:54,Neutral,Bot Lane Outer Turret,Team 100's building
21:41,Neutral,Bot Lane Outer Turret,Team 200's building
22:02,Neutral,Bot Lane Inner Turret,Team 200's building
22:24,Neutral,Mid Lane Base Turret,Team 200's building
22:31,Neutral,Inhibitor Building (Mid Lane),Team 200's building
22:33,Neutral,Bot Lane Base Turret,Team 200's building
22:39,Neutral,Inhibitor Building (Bot Lane),Team 200's building
23:07,Team 100,Air Dragon,
24:00,Neutral,Bot Lane Inner Turret,Team 100's building; 580 gold
24:14,Neutral,Bot Lane Base Turret,Team 100's building; 240 gold
24:18,Neutral,Top Lane Inner Turret,Team 200's building
24:36,Neutral,Top Lane Base Turret,Team 200's building
24:45,Neutral,Inhibitor Building (Top Lane),Team 200's building
24:55,Neutral,Mid Lane Nexus Turret,Team 200's building
25:09,Neutral,Mid Lane Nexus Turret,Team 200's building
