Match ID:,NA1_5312480671
Game Duration:,931
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,039","3,025",+14
3,"4,297","4,389",-92
4,"6,852","5,911",+941
5,"8,580","7,220","+1,360"
6,"10,207","8,713","+1,494"
7,"12,496","9,997","+2,499"
8,"14,575","12,175","+2,400"
9,"16,313","13,584","+2,729"
10,"19,419","14,839","+4,580"
11,"20,916","16,969","+3,947"
12,"22,813","18,418","+4,395"
13,"25,775","20,076","+5,699"
14,"28,192","21,391","+6,801"
15,"30,288","22,443","+7,845"
16,"31,142","22,989","+8,153"
""
Objective Timeline
Time,Team,Objective,Details
9:23,Team 200,Fire Dragon,
14:08,Neutral,Bot Lane Outer Turret,Team 200's building
15:27,Team 100,Water Dragon,
15:28,Neutral,Dragon Soul Given,
