Match ID:,NA1_5302558458
Game Duration:,2076
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,875",-375
2,"3,060","3,353",-293
3,"4,599","5,033",-434
4,"5,990","7,082","-1,092"
5,"7,858","8,582",-724
6,"9,412","10,293",-881
7,"10,807","11,890","-1,083"
8,"13,440","13,679",-239
9,"14,716","16,214","-1,498"
10,"16,712","18,159","-1,447"
11,"18,770","19,776","-1,006"
12,"20,926","21,244",-318
13,"23,923","23,303",+620
14,"26,055","25,587",+468
15,"28,634","26,743","+1,891"
16,"31,221","31,067",+154
17,"32,425","33,711","-1,286"
18,"35,413","35,358",+55
19,"36,959","37,764",-805
20,"38,363","40,865","-2,502"
21,"40,018","43,027","-3,009"
22,"43,680","45,048","-1,368"
23,"45,903","46,328",-425
24,"48,002","49,830","-1,828"
25,"49,965","51,017","-1,052"
26,"52,327","52,327",+0
27,"55,475","54,565",+910
28,"58,240","55,692","+2,548"
29,"60,399","58,226","+2,173"
30,"64,510","60,913","+3,597"
""
Objective Timeline
Time,Team,Objective,Details
7:39,Team 100,Hextech Dragon,
12:29,Neutral,Bot Lane Outer Turret,Team 200's building
14:09,Team 100,Chemtech Dragon,
14:09,Neutral,Dragon Soul Given,
16:46,Neutral,Top Lane Outer Turret,Team 100's building
17:21,Neutral,Top Lane Outer Turret,Team 200's building
19:28,Neutral,Mid Lane Outer Turret,Team 100's building
19:35,Team 200,Air Dragon,
21:18,Team 100,Monster,
21:24,Neutral,Bot Lane Outer Turret,Team 100's building
22:14,Neutral,Mid Lane Outer Turret,Team 200's building
25:06,Team 100,Air Dragon,
25:36,Neutral,Mid Lane Inner Turret,Team 200's building
27:31,Team 100,Monster,
28:22,Neutral,Mid Lane Base Turret,Team 200's building
28:27,Neutral,Inhibitor Building (Mid Lane),Team 200's building
28:34,Neutral,Top Lane Inner Turret,Team 100's building
29:32,Neutral,Top Lane Inner Turret,Team 200's building
29:58,Neutral,Top Lane Base Turret,Team 200's building
30:53,Team 200,Air Dragon,
32:37,Neutral,Bot Lane Inner Turret,Team 100's building
32:52,Neutral,Inhibitor Building (Top Lane),Team 200's building
34:15,Neutral,Inhibitor Building (Mid Lane),Team 200's building
34:25,Neutral,Mid Lane Nexus Turret,Team 200's building
34:26,Neutral,Mid Lane Nexus Turret,Team 200's building
