Match ID:,NA1_5318220424
Game Duration:,1598
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,505","2,904",-399
2,"3,068","3,473",-405
3,"4,486","5,503","-1,017"
4,"5,999","7,299","-1,300"
5,"8,204","9,451","-1,247"
6,"9,790","11,082","-1,292"
7,"12,396","13,009",-613
8,"14,647","15,419",-772
9,"16,095","16,730",-635
10,"18,616","19,215",-599
11,"20,471","20,790",-319
12,"21,793","23,481","-1,688"
13,"25,453","24,962",+491
14,"27,106","27,032",+74
15,"28,358","29,092",-734
16,"30,086","30,445",-359
17,"31,660","32,870","-1,210"
18,"34,792","34,610",+182
19,"36,560","36,149",+411
20,"38,599","37,545","+1,054"
21,"40,354","40,643",-289
22,"42,348","42,613",-265
23,"43,892","44,482",-590
24,"46,408","47,944","-1,536"
25,"47,774","51,180","-3,406"
26,"49,728","54,187","-4,459"
27,"50,141","57,356","-7,215"
""
Objective Timeline
Time,Team,Objective,Details
10:20,Team 200,Hextech Dragon,
12:25,Neutral,Top Lane Outer Turret,Team 200's building
14:51,Neutral,Bot Lane Outer Turret,Team 100's building
16:04,Team 200,Air Dragon,
16:04,Neutral,Dragon Soul Given,
17:12,Neutral,Mid Lane Outer Turret,Team 100's building
19:14,Team 100,Monster,
21:25,Neutral,Mid Lane Outer Turret,Team 200's building
21:27,Team 200,Water Dragon,
23:21,Neutral,Top Lane Outer Turret,Team 100's building
23:47,Neutral,Bot Lane Outer Turret,Team 200's building
24:44,Neutral,Mid Lane Inner Turret,Team 100's building
25:35,Team 200,Monster,
