Match ID:,NA1_5299363459
Game Duration:,1398
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 100
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"2,998","3,080",-82
3,"4,309","4,912",-603
4,"5,514","7,382","-1,868"
5,"7,147","8,762","-1,615"
6,"8,915","9,911",-996
7,"10,754","11,441",-687
8,"13,457","13,004",+453
9,"15,201","14,579",+622
10,"17,261","15,682","+1,579"
11,"18,844","17,271","+1,573"
12,"20,355","18,797","+1,558"
13,"22,405","20,287","+2,118"
14,"24,251","21,615","+2,636"
15,"26,394","22,924","+3,470"
16,"27,929","24,427","+3,502"
17,"31,016","25,888","+5,128"
18,"33,363","27,658","+5,705"
19,"35,642","29,618","+6,024"
20,"37,581","30,765","+6,816"
21,"41,310","32,842","+8,468"
22,"43,320","34,562","+8,758"
23,"47,251","36,747","+10,504"
""
Objective Timeline
Time,Team,Objective,Details
11:20,Team 200,Water Dragon,
13:02,Neutral,Top Lane Outer Turret,Team 200's building
14:52,Neutral,Bot Lane Outer Turret,Team 200's building
16:01,Team 100,Monster,
16:31,Neutral,Mid Lane Outer Turret,Team 200's building
16:43,Neutral,Top Lane Inner Turret,Team 200's building
16:53,Team 100,Chemtech Dragon,
16:53,Neutral,Dragon Soul Given,
20:13,Neutral,Mid Lane Inner Turret,Team 200's building
22:11,Team 100,Earth Dragon,
22:13,Neutral,Bot Lane Inner Turret,Team 200's building
22:14,Neutral,Top Lane Outer Turret,Team 100's building; 500 gold
22:47,Neutral,Mid Lane Base Turret,Team 200's building
22:51,Neutral,Inhibitor Building (Mid Lane),Team 200's building
22:59,Neutral,Mid Lane Nexus Turret,Team 200's building
23:04,Neutral,Mid Lane Nexus Turret,Team 200's building
