Match ID:,NA1_5313752267
Game Duration:,995
Queue:,420
Game Mode:,CLASSIC
Winner:,Team 200
Surrendered:,No
""
Gold Summary (Minute-by-Minute)
Minute,Team 100 Gold,Team 200 Gold,Gold Diff (100-200)
1,"2,500","2,500",+0
2,"3,022","3,056",-34
3,"4,434","4,663",-229
4,"6,436","7,123",-687
5,"7,931","8,802",-871
6,"9,275","10,635","-1,360"
7,"10,568","13,232","-2,664"
8,"12,681","14,503","-1,822"
9,"13,842","16,488","-2,646"
10,"15,697","18,289","-2,592"
11,"17,247","21,112","-3,865"
12,"18,726","22,757","-4,031"
13,"20,559","25,352","-4,793"
14,"22,195","27,752","-5,557"
15,"24,010","29,798","-5,788"
16,"25,746","33,000","-7,254"
17,"26,410","35,414","-9,004"
""
Objective Timeline
Time,Team,Objective,Details
7:53,Team 200,Earth Dragon,
13:33,Team 200,Water Dragon,
13:34,Neutral,Dragon Soul Given,
13:41,Neutral,Mid Lane Outer Turret,Team 100's building
15:23,Neutral,Top Lane Outer Turret,Team 100's building
15:30,Team 200,Monster,
16:20,Neutral,Bot Lane Outer Turret,Team 100's building
